"","Description","NES","p.adjust","core_enrichment"
"R-HSA-3214841","PKMTs methylate histone lysines",3.2039958601901,1.0380960587458e-07,"8968/8355/8358/8352/8356/8354/8368/8359/8361/8353/8350/2146/8366/4791/8360/5970/7468"
"R-HSA-5689880","Ub-specific processing proteases",2.9379664346567,1.74877484189488e-07,"8970/8348/8346/8331/8969/8335/8332/4609/8336/330/8342/7157/8345/85235/8344/8341/991/890/3018/8343"
"R-HSA-72312","rRNA processing",2.88087830264997,4.04159345004881e-07,"55226/55720/6201/705/54555/6187/6142/57647/9136/6159/6175/3028/2091/200916/6141/57418/55505/6223/79922/23521/28987/6132/115939/23481/6134/6209/6147/8602/56902/23246/1453/6143/6193/6158/88745/92856/6166/10200"
"R-HSA-9709957","Sensory Perception",-2.1358638756822,4.92805133275491e-07,"5588/135924/65055/259285/6324/390260/5950/120776/286365/9254/346517/83875/5864/8644/6855/2262/391192/283297/491/120775/222662/127066/1645/391190/8927/4995/127074/2774/6804/4036/9478/391195/338328/6327/27445/10170/26246/6326/51764/391191/2911/127059/6616"
"R-HSA-381753","Olfactory Signaling Pathway",-2.37921905087271,7.75979801554296e-07,"135924/65055/390260/120776/286365/346517/391192/283297/120775/127066/391190/4995/127074/2774/391195/26246/51764/391191/127059"
"R-HSA-69618","Mitotic Spindle Checkpoint",2.94033987099809,1.0706312733298e-06,"9212/332/220134/11065/5347/699/1063/147841/11004/81930/83540/55143/79019/991/79682/11130/27338"
"R-HSA-453279","Mitotic G1 phase and G1/S transition",2.82396499787291,1.1495533331677e-06,"55388/7465/4609/7083/1026/891/1031/983/4605/81620/4998/890/26271/4172/10926/1019/4174/1869/1875/5696/990/4176/1021/4175"
"R-HSA-453274","Mitotic G2-G2/M phases",2.80288454669238,2.39210608456959e-06,"10383/7465/84617/7157/995/84790/2305/6790/1026/9133/5347/891/983/84962/4605/1063/51512/890/22974"
"R-HSA-69275","G2/M Transition",2.77878844250446,2.45373544970926e-06,"10383/7465/84617/7157/995/84790/2305/6790/1026/9133/5347/891/983/84962/4605/1063/51512/890/22974"
"R-HSA-112314","Neurotransmitter receptors and postsynaptic signal transmission",-2.06858046649744,2.93453793610925e-06,"805/2036/10681/26960/2743/57576/23236/4905/3766/3759/108/5577/320/5567/10645/2066/816/94235/818/27330/2770/84254/83988/107/111/1741/2905/27020/7277/3763/3765/2556/2550/10382/5579/2567/2562/2904/2774/2902/814/10369/8001/4900/4747/5923/2903/2557/116443/51764/2555/2558/5582/3760/815/10368"
"R-HSA-8868773","rRNA processing in the nucleus and cytosol",2.91796038318857,2.94120506601914e-06,"55226/55720/6201/705/54555/6187/6142/57647/9136/6159/6175/2091/200916/6141/57418/55505/6223/23521/28987/6132/115939/23481/6134/6209/6147/8602/56902/23246/1453/6143/6193/6158/88745/92856/6166/10200"
"R-HSA-69206","G1/S Transition",2.85392810067885,4.8895093507369e-06,"55388/7465/4609/7083/1026/891/983/81620/4998/890/26271/4172/10926/1019/4174/1869/1875/5696/990/4176/4175"
"R-HSA-1650814","Collagen biosynthesis and modifying enzymes",2.90520638094703,5.14536519634771e-06,"1281/1277/1282/5118/871/1284/1302/5352/79709/5034/50509/1290/5351/1291/8985/5479/1307/649/64175"
"R-HSA-5688426","Deubiquitination",2.54258202295854,5.28973337300281e-06,"8970/8348/8346/8331/8969/8335/8332/4609/8336/330/8342/7157/8345/85235/983/8344/8341/991/890/3018/8343/317772/79155/3017/3012/5696/60/86/10318/8347/10392/5886/4792"
"R-HSA-112310","Neurotransmitter release cycle",-2.24181340522982,6.08329378631294e-06,"6511/6812/2571/5864/6506/6529/6539/6540/8224/6804/10815/140679/6854/22999/57030/2572/6616/6857"
"R-HSA-6791226","Major pathway of rRNA processing in the nucleolus and cytosol",2.75302916260386,6.16504409787676e-06,"55720/6201/705/54555/6187/6142/57647/9136/6159/6175/2091/200916/6141/57418/6223/23521/28987/6132/23481/6134/6209/6147/8602/56902/23246/1453/6143/6193/6158/88745/92856/6166/10200"
"R-HSA-9648025","EML4 and NUDC in mitotic spindle formation",2.70949241096132,6.78579620469409e-06,"9212/10383/332/220134/84617/84790/5347/699/1063/147841/11004/81930/83540/55143/79019/991/79682/11130/10783"
"R-HSA-6794362","Protein-protein interactions at synapses",-2.21961780278663,7.07610926909846e-06,"320/57669/9378/9456/6812/1741/9066/2905/114798/10313/2915/50944/2904/127833/2902/6804/143425/57497/58512/11141/80059/22839/139065/2903/2911/6857"
"R-HSA-5663220","RHO GTPases Activate Formins",2.62165270022347,7.40327101010925e-06,"9212/81624/10383/332/220134/84617/84790/5347/699/1063/147841/11004/81930/83540/55143/79019/991/79682/11130"
"R-HSA-72203","Processing of Capped Intron-Containing Pre-mRNA",2.53235251843292,1.01276781045802e-05,"3185/5725/10189/51690/10212/6626/5437/11338/9775/9589/4904/9416/10992/23020/25804/79228/5439/83443/54883/9092/51593/56949/8683/10291/1478/79902/29894/2962/1994/6396/6633/9343/9410/5441/27316/56259/10421/5434/80145/5438/23283/1977/51362/11193/9879/55746"
"R-HSA-141424","Amplification of signal from the kinetochores",2.79013111334642,1.38221423783969e-05,"9212/332/220134/5347/699/1063/147841/11004/81930/83540/55143/79019/991/79682/11130"
"R-HSA-141444","Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal",2.79013111334642,1.38221423783969e-05,"9212/332/220134/5347/699/1063/147841/11004/81930/83540/55143/79019/991/79682/11130"
"R-HSA-381426","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)",2.74344342279908,1.39292929067793e-05,"3486/8614/3485/3371/3488/56975/5265/7425/7076/5034/3915/3912/10970/10130/351/3956/11167/3913/1462/718/813"
"R-HSA-69239","Synthesis of DNA",2.77849177436388,1.61832933079023e-05,"11065/81620/5424/4998/3978/890/27338/5425/4172/51659/4174/5696/990/5984/4176/4175/5982/7324/4173/5714/51434/5709"
"R-HSA-6794361","Neurexins and neuroligins",-2.20721722080928,1.66803222542092e-05,"320/57669/9378/9456/6812/1741/9066/2905/2915/50944/2904/127833/2902/6804/143425/58512/80059/22839/2903/2911/6857"
"R-HSA-69242","S Phase",2.70399328419065,1.80669512480954e-05,"7465/4609/11065/1026/81620/5424/4998/3978/890/113130/27338/5425/4172/51659/1019/4174/1869/1875/5696/990/5984/4176/4175/207/5982/7324"
"R-HSA-9006931","Signaling by Nuclear Receptors",2.21269566814245,1.80669512480954e-05,"8970/1956/8348/4316/8968/8346/4318/8355/8331/3725/8335/8358/8352/4609/8356/8354/8342/8368/8345/157506/8359/5914/8344/8341/8361/8353/3018/8343/8350/3017/3838/2783/3315/8366/6464/3012/1382/3014/8360/9249/3276"
"R-HSA-72766","Translation",2.48501328592825,2.07147367652247e-05,"23480/1978/8662/6201/1981/6187/90480/6142/6159/6175/6746/1938/55168/6897/200916/6141/1936/6223/23521/1650/6132/3376/65003/51253/8666/7407/116541/64949/6134/6185/6209/63875/6147/54998/6143/4141/6193/7965/327/6748/6734/6184/6158/55173"
"R-HSA-1474228","Degradation of the extracellular matrix",2.66932115346304,2.37564542795386e-05,"4316/2201/1281/1277/4327/4318/1282/1284/56999/4323/3339/2006/1302/7076/3915/3912/726/50509/1290/3911/1291"
"R-HSA-8852135","Protein ubiquitination",2.74253530053996,2.44667242369046e-05,"8970/8348/8346/8342/8345/11065/8344/8341/27338/3018/8343"
"R-HSA-3700989","Transcriptional Regulation by TP53",2.16944742548096,7.11770829854823e-05,"9212/3486/332/3725/144455/55240/7157/995/1647/6790/8795/1026/891/983/890/604/22974/581/83667/641/1869/54815/8178/5984/3276/5437/85456/4849/6749/6794/207"
"R-HSA-8957275","Post-translational protein phosphorylation",2.61352570816555,8.03845316444466e-05,"3486/8614/3371/3488/56975/5265/7425/7076/5034/3915/3912/10970/10130/351/3956/11167/3913/1462/718/813"
"R-HSA-168273","Influenza Viral RNA Transcription and Replication",2.56344999575013,9.15620074393956e-05,"6201/6187/6142/6159/6175/5437/200916/6141/6223/23521/6132/5439/79902/2962/6396/6134/6209/6147/6143/5441/6193/5434/6158/5438/6166"
"R-HSA-72163","mRNA Splicing - Major Pathway",2.49805298627726,0.000110510372571657,"3185/5725/10189/51690/6626/5437/11338/9775/4904/9416/10992/23020/25804/5439/83443/54883/9092/51593/56949/8683/10291/1478/29894/2962/1994/6633/9343/9410/5441/27316/56259/10421/5434/5438/23283"
"R-HSA-72172","mRNA Splicing",2.26119685651993,0.000162439642485687,"3185/5725/10189/51690/6626/5437/11338/9775/4904/9416/10992/23020/25804/5439/83443/54883/9092/51593/56949/8683/10291/1478/29894/2962/1994/6633/9343/9410/5441/27316/56259/10421/5434/5438/23283"
"R-HSA-1296071","Potassium Channels",-2.07741629430527,0.000177186024668177,"10681/3737/3766/3759/3786/94235/8514/90134/131096/3763/3765/10242/2550/3787/27133/23416/7881/3775/348980/27012/51764/3747/3760"
"R-HSA-977443","GABA receptor activation",-2.05859777280196,0.000178946388660217,"3766/3759/108/94235/2770/107/111/27020/3763/3765/2556/2550/2567/2562/2774/2557/51764/2555/2558/3760"
"R-HSA-9633012","Response of EIF2AK4 (GCN2) to amino acid deficiency",2.5287523269121,0.00018174036455409,"57761/1054/6201/6187/6142/6159/6175/468/200916/6141/6223/23521/6132/6134/6209/10985/6147/6143/6193/6158/1386/6166"
"R-HSA-2408522","Selenoamino acid metabolism",2.49474078917533,0.00025217425629023,"6201/6187/6142/6159/6175/200916/6141/6223/23521/6132/3376/191/6134/6209/6147/6143/4141/6193/7965/6158/9061/6166"
"R-HSA-2990846","SUMOylation",2.26090254421537,0.000307248021910992,"9212/332/7157/8368/6790/8359/5914/55143/8361/57332/641/8366/51564/4791/1786/1912/8360/5970/3619/10155"
"R-HSA-3108232","SUMO E3 ligases SUMOylate target proteins",2.25132759561148,0.000347267313252632,"9212/332/7157/8368/6790/8359/5914/55143/8361/57332/641/8366/51564/4791/1786/1912/8360/5970/3619/10155"
"R-HSA-1799339","SRP-dependent cotranslational protein targeting to membrane",2.45204246934619,0.000357558557210485,"23480/6201/6187/6142/6159/6175/6746/200916/6141/6223/23521/1650/6132/6134/6185/6209/6147/6143/6193/6748/6734/6184/6158"
"R-HSA-72689","Formation of a pool of free 40S subunits",2.42041766988389,0.000633225495886049,"8662/6201/6187/6142/6159/6175/200916/6141/6223/23521/6132/8666/6134/6209/6147/6143/6193/6158"
"R-HSA-8878166","Transcriptional regulation by RUNX2",2.29382246252977,0.000750692211735881,"1277/3678/25937/1026/891/983/7291/3280/3958/6662/581/1019"
"R-HSA-927802","Nonsense-Mediated Decay (NMD)",2.31090862634316,0.000988315438495492,"6201/1981/6187/6142/6159/6175/9775/200916/6141/6223/23293/23521/6132/6134/6209/6147/6143/6193/6158/5520/6166/26019/6235"
"R-HSA-975957","Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)",2.31090862634316,0.000988315438495492,"6201/1981/6187/6142/6159/6175/9775/200916/6141/6223/23293/23521/6132/6134/6209/6147/6143/6193/6158/5520/6166/26019/6235"
"R-HSA-72613","Eukaryotic Translation Initiation",2.24517113571971,0.00128610650719678,"1978/8662/6201/1981/6187/6142/6159/6175/200916/6141/6223/23521/6132/8666/6134/6209/6147/6143/6193/6158/1977/6166"
"R-HSA-72737","Cap-dependent Translation Initiation",2.24517113571971,0.00128610650719678,"1978/8662/6201/1981/6187/6142/6159/6175/200916/6141/6223/23521/6132/8666/6134/6209/6147/6143/6193/6158/1977/6166"
"R-HSA-156827","L13a-mediated translational silencing of Ceruloplasmin expression",2.1659936655932,0.00259180427251053,"8662/6201/1981/6187/6142/6159/6175/200916/6141/6223/23521/6132/8666/6134/6209/6147/6143/6193/6158/1977/6166"
"R-HSA-72706","GTP hydrolysis and joining of the 60S ribosomal subunit",2.1659936655932,0.00259180427251053,"8662/6201/1981/6187/6142/6159/6175/200916/6141/6223/23521/6132/8666/6134/6209/6147/6143/6193/6158/1977/6166"
"R-HSA-9711097","Cellular response to starvation",2.02879524672481,0.00259180427251053,"57761/1054/6201/83667/6187/6142/6159/6175/468/200916/6141/6223/23521/6132/6396/6134/6209/10985/6147/6143/6193/28956/6158/96459/1386/6166/51382"
"R-HSA-9020702","Interleukin-1 signaling",2.11544418829457,0.00408678449365134,"6288/7157/3556/84166/121457/3654/79155/351/4791/5696/5970/10392/4792"
"R-HSA-168255","Influenza Infection",2.0341440837343,0.00458963582593179,"6201/3838/811/6187/6142/6159/6175/5437/200916/6141/6223/23521/6132/5439/293/79902/2962/6396/6134/6209/6147/821/6143/5441/6193/5434/3837/6158/5438/6166/3841/55746"
