ID	adj.P.Val	P.Value	t	B	logFC	GB_ACC	Gene
51983	1.28E-02	3.78E-03	2.9640351	-2.482196	0.49704645	NM_001135772	LRP5L
50940	1.28E-02	3.79E-03	2.9639898	-2.482318	0.35895056		XLOC_004804
36692	1.28E-02	3.79E-03	-2.9639692	-2.482374	-0.37009783	NM_147161	ACOT11
2892	1.28E-02	3.79E-03	2.9636543	-2.483226	0.49208153	NM_019058	DDIT4
42254	1.28E-02	3.79E-03	2.9636324	-2.483286	0.48681638	NM_000280	PAX6
5878	1.28E-02	3.79E-03	2.9634166	-2.48387	0.26691589	NR_001566	TERC
24996	1.28E-02	3.79E-03	-2.9634027	-2.483908	-0.52914656	NM_153700	STRC
5862	1.28E-02	3.79E-03	2.9633596	-2.484024	0.1812175	NM_014763	MRPL19
47985	1.28E-02	3.79E-03	-2.9631926	-2.484476	-0.19767341	NM_001163922	VSIG10L
62947	1.28E-02	3.80E-03	-2.9631013	-2.484723	-0.19613552	NM_018439	IMPACT
8223	1.28E-02	3.80E-03	2.9630128	-2.484963	0.58412912	AK126015	LOC100131066
12328	1.28E-02	3.80E-03	-2.9628267	-2.485466	-0.5862911	BC048978	LOC729291
41350	1.28E-02	3.80E-03	2.9628195	-2.485486	0.51456806	NM_021247	PRM3
26779	1.28E-02	3.80E-03	-2.9626838	-2.485853	-0.31647766	NM_014564	LHX3
6024	1.28E-02	3.80E-03	-2.9626731	-2.485882	-0.41689576	NM_032148	SLC41A2
46516	1.28E-02	3.80E-03	-2.962646	-2.485955	-0.42234282	NR_024420	LOC389634
40797	1.28E-02	3.80E-03	-2.9625744	-2.486149	-0.79479206	NR_033987	FLJ37505
59434	1.28E-02	3.80E-03	-2.9623409	-2.486781	-0.63200201		XLOC_005711
31847	1.28E-02	3.81E-03	2.9621858	-2.4872	0.52736916	NM_001164407	TLCD2
35081	1.28E-02	3.81E-03	2.9619344	-2.487881	0.32484602	NM_004688	NMI
15226	1.28E-02	3.81E-03	-2.9618667	-2.488064	-0.37802554	NM_001007098	SCP2
17889	1.28E-02	3.81E-03	-2.9617739	-2.488315	-0.3115814	NM_173156	SMG7
5722	1.29E-02	3.81E-03	-2.9615029	-2.489048	-0.42505765	NM_001145154	DNAH14
31485	1.29E-02	3.81E-03	-2.9614869	-2.489091	-0.40267914	NM_005309	GPT
47438	1.29E-02	3.82E-03	2.9613286	-2.489519	0.24521274	NM_013319	UBIAD1
43354	1.29E-02	3.82E-03	2.9612497	-2.489733	0.52431085	NM_001207026	POU2F2
53833	1.29E-02	3.82E-03	2.9611465	-2.490012	0.33105033	NM_001197224	BEAN1
39672	1.29E-02	3.82E-03	-2.9610438	-2.49029	-0.34354976	NM_020180	CELF4
50485	1.29E-02	3.82E-03	2.9610105	-2.49038	0.45205599	NM_002121	HLA-DPB1
21780	1.29E-02	3.82E-03	-2.9609891	-2.490438	-0.21877261	NM_032433	ZNF333
58438	1.29E-02	3.82E-03	-2.9606803	-2.491273	-0.58357143	NM_173591	OTOGL
12223	1.29E-02	3.83E-03	-2.960373	-2.492104	-0.4726245		CNTRL
51672	1.29E-02	3.83E-03	2.9603332	-2.492212	0.29445828	XR_109235	LOC100130285
9061	1.29E-02	3.83E-03	-2.9601685	-2.492657	-0.27452801		
34789	1.29E-02	3.83E-03	2.9601655	-2.492665	0.55252719	NM_005304	FFAR3
16220	1.29E-02	3.83E-03	2.9601562	-2.49269	0.4965456	NM_004665	VNN2
45290	1.29E-02	3.83E-03	2.9601466	-2.492716	0.46928765	NM_001114734	PABPC4L
45927	1.29E-02	3.83E-03	-2.9600493	-2.492979	-0.20550224	NM_001032293	ZNF207
40637	1.29E-02	3.83E-03	2.9598928	-2.493402	0.29358944	NM_001168355	OSMR
5353	1.29E-02	3.83E-03	2.9596604	-2.494031	0.54088527	XR_109232	LOC100507452
26515	1.29E-02	3.84E-03	-2.9596181	-2.494145	-0.48583668	NM_001039616	SPRED3
48009	1.29E-02	3.84E-03	-2.9595966	-2.494203	-0.44926571	NM_173674	DCBLD1
61483	1.29E-02	3.84E-03	2.9594516	-2.494595	0.17112847	NM_016508	CDKL3
32179	1.29E-02	3.84E-03	2.9593113	-2.494975	0.75850706	NM_080737	SYTL4
61143	1.29E-02	3.84E-03	2.9592888	-2.495036	0.43191558	NM_001097579	GPR34
22346	1.29E-02	3.84E-03	2.9592624	-2.495107	0.25968538	NM_003029	SHC1
18218	1.29E-02	3.84E-03	-2.9588878	-2.49612	-0.19127512	NM_015360	SKIV2L2
8325	1.29E-02	3.84E-03	2.9587587	-2.496468	0.16170594	NM_020935	USP37
1315	1.30E-02	3.85E-03	2.9583631	-2.497538	0.41335089	BC015320	PRO0628
59920	1.30E-02	3.85E-03	2.9583363	-2.49761	0.31197605	NM_000052	ATP7A
54495	1.30E-02	3.85E-03	2.9583088	-2.497684	0.20940661	NM_170683	P2RX2
17816	1.30E-02	3.85E-03	-2.9582965	-2.497718	-0.30894637	NM_006088	TUBB4B
32970	1.30E-02	3.85E-03	-2.9582887	-2.497739	-0.54069327	NR_015364	LOC441204
14389	1.30E-02	3.85E-03	2.958232	-2.497892	0.22570187	NM_016196	RBM19
26390	1.30E-02	3.85E-03	2.9582301	-2.497897	0.5494798	NM_002735	PRKAR1B
46462	1.30E-02	3.85E-03	-2.9579746	-2.498588	-0.29724436	NM_020777	SORCS2
50679	1.30E-02	3.86E-03	2.9578223	-2.498999	0.54953785		XLOC_003678
3120	1.30E-02	3.86E-03	2.9578094	-2.499034	0.6407067		XLOC_009606
6040	1.30E-02	3.86E-03	2.9577177	-2.499282	0.18422579	NM_000980	RPL18A
48764	1.30E-02	3.86E-03	2.957715	-2.499289	0.56142731	NM_030643	APOL4
12637	1.30E-02	3.86E-03	2.9576875	-2.499364	0.52993283	CU680799	
57957	1.30E-02	3.86E-03	2.9576108	-2.499571	0.27210663	NM_152622	MIER3
56457	1.30E-02	3.86E-03	-2.9575986	-2.499604	-0.36178091	NM_177987	TUBB8
933	1.30E-02	3.86E-03	-2.9574428	-2.500025	-0.38481749	NM_000135	FANCA
50648	1.30E-02	3.86E-03	-2.9572894	-2.500439	-0.27542526	BC090887	XLOC_l2_015098
6126	1.30E-02	3.86E-03	2.9571257	-2.500881	0.58469957		XLOC_002588
40871	1.30E-02	3.86E-03	2.9570701	-2.501032	0.48176667	BC041646	XLOC_l2_001134
40804	1.30E-02	3.87E-03	2.9568722	-2.501566	0.15656648	NM_133491	SAT2
36231	1.30E-02	3.87E-03	2.9568611	-2.501596	0.49272915	NM_001012271	BIRC5
53268	1.30E-02	3.87E-03	2.9567886	-2.501792	0.22054924	NM_003569	STX7
56102	1.30E-02	3.87E-03	-2.9567673	-2.50185	-0.52273619	NM_005599	NHLH2
51532	1.30E-02	3.87E-03	-2.9566825	-2.502079	-0.28453405	NM_004438	EPHA4
37863	1.30E-02	3.87E-03	2.9566094	-2.502276	0.68759682	NM_198540	B3GNT8
7113	1.30E-02	3.87E-03	-2.9565926	-2.502322	-0.39735044	NR_027291	NAP1L6
60485	1.30E-02	3.87E-03	2.9565908	-2.502327	0.54352724	NR_024604	CLCA3P
59232	1.30E-02	3.87E-03	-2.956507	-2.502553	-0.32854666	NM_016095	GINS2
2629	1.30E-02	3.87E-03	-2.9564725	-2.502646	-0.39598159		XLOC_003839
4190	1.30E-02	3.87E-03	-2.9564587	-2.502683	-0.287122	NM_002396	ME2
53247	1.30E-02	3.87E-03	2.956299	-2.503115	0.20720243	NM_138782	FCHO2
28616	1.30E-02	3.87E-03	-2.9562921	-2.503133	-0.48010734	EL947753	
19247	1.30E-02	3.88E-03	2.9561098	-2.503626	0.44957318	NM_001012959	DISC1
60479	1.30E-02	3.88E-03	2.9559749	-2.50399	0.58628701	AK125686	LOC100505851
40479	1.30E-02	3.88E-03	-2.9559272	-2.504119	-0.29322644	NM_021947	SRR
12923	1.30E-02	3.88E-03	-2.955806	-2.504446	-0.4700102	AL357200	XLOC_011563
39976	1.30E-02	3.88E-03	-2.955776	-2.504527	-0.26963067	NM_016395	PTPLAD1
32810	1.30E-02	3.88E-03	2.9557016	-2.504728	0.51797866	NR_024246	LOC144742
47217	1.30E-02	3.88E-03	2.955629	-2.504924	0.32790369	NM_001164722	PTAFR
57566	1.30E-02	3.88E-03	-2.9555726	-2.505077	-0.30932483	NM_031924	RSPH3
43994	1.30E-02	3.88E-03	2.9554147	-2.505503	0.19321661	NM_018346	RSAD1
8431	1.30E-02	3.88E-03	2.9553232	-2.50575	0.28199117	NM_014585	SLC40A1
4406	1.30E-02	3.89E-03	-2.9552642	-2.505909	-0.31066315	XR_111844	LOC100132815
35165	1.30E-02	3.89E-03	2.9551935	-2.5061	0.1477276	NM_001011	RPS7
38383	1.30E-02	3.89E-03	-2.9551578	-2.506197	-0.29777087	NM_178831	GATS
44962	1.31E-02	3.89E-03	2.9548739	-2.506963	0.30660912	NM_206923	YY2
50693	1.31E-02	3.89E-03	-2.9547274	-2.507359	-0.57978162	NM_001145668	CTXN2
31655	1.31E-02	3.89E-03	-2.9546973	-2.50744	-0.58539544	NM_006205	PDE6H
35871	1.31E-02	3.89E-03	2.9545111	-2.507943	0.27526241	NM_024684	C11orf67
42981	1.31E-02	3.90E-03	2.9543023	-2.508507	0.51817846	NM_198440	DERL3
43459	1.31E-02	3.90E-03	2.9542704	-2.508593	0.25694072	AK022043	
58508	1.31E-02	3.90E-03	-2.9540807	-2.509105	-0.47714428	NM_173197	KCNIP2
49867	1.31E-02	3.90E-03	-2.9537479	-2.510003	-0.41540102	NM_015551	SUSD5
40645	1.31E-02	3.90E-03	2.9536311	-2.510318	0.51540554		XLOC_004517
46137	1.31E-02	3.90E-03	2.9535666	-2.510492	0.11828031	NM_138558	PPP1R8
31137	1.31E-02	3.91E-03	2.9535458	-2.510549	0.17987546	NM_005663	WHSC2
28009	1.31E-02	3.91E-03	-2.9532813	-2.511262	-0.27310702	NM_201542	MED8
34250	1.31E-02	3.91E-03	-2.9531425	-2.511637	-0.78540141	NR_027248	ANKRD26P3
4291	1.31E-02	3.91E-03	2.9531222	-2.511692	0.3538305		XLOC_l2_010239
40227	1.31E-02	3.91E-03	-2.9529955	-2.512034	-0.49265246	NM_152456	IL34
35046	1.31E-02	3.91E-03	2.9528097	-2.512535	0.37305462	NM_001131015	CIZ1
29017	1.31E-02	3.92E-03	-2.9526106	-2.513072	-0.2010868	NM_198279	CXorf23
60978	1.31E-02	3.92E-03	-2.9525519	-2.513231	-0.63307398		XLOC_009937
53002	1.31E-02	3.92E-03	2.9525463	-2.513246	0.27737812		HOTAIR
3634	1.31E-02	3.92E-03	2.9524237	-2.513577	0.7257525	NM_030773	TUBB1
44814	1.31E-02	3.92E-03	2.9522892	-2.51394	0.38238891	NM_001206540	CAPZB
19001	1.31E-02	3.92E-03	-2.952244	-2.514061	-0.51446492		XLOC_011616
35363	1.32E-02	3.92E-03	2.9520151	-2.514679	0.47594933	AK094426	LOC284581
19018	1.32E-02	3.92E-03	-2.9519942	-2.514735	-0.29941562	NM_152778	MFSD8
43255	1.32E-02	3.92E-03	2.9519851	-2.51476	0.24587599	NM_025209	EPC1
52851	1.32E-02	3.93E-03	-2.9514715	-2.516146	-0.1490366	NM_001167947	TIMM17B
15296	1.32E-02	3.93E-03	-2.951106	-2.517131	-0.51033131	NM_199037	SCN1B
23409	1.32E-02	3.93E-03	2.9510463	-2.517292	0.35190361		
3639	1.32E-02	3.94E-03	2.9509489	-2.517555	0.60353844		XLOC_013297
38527	1.32E-02	3.94E-03	-2.9509364	-2.517589	-0.49500637	NM_080615	GCNT7
37355	1.32E-02	3.94E-03	2.9504028	-2.519028	0.51519834	NM_000233	LHCGR
3065	1.32E-02	3.94E-03	2.950273	-2.519378	0.14633451	NM_016400	C15orf63
5253	1.32E-02	3.94E-03	2.9502703	-2.519385	0.25670439	NM_007118	TRIO
1687	1.32E-02	3.95E-03	2.9501012	-2.519841	0.56752342	NM_014682	ST18
7743	1.32E-02	3.95E-03	2.9499718	-2.52019	0.65577057		
40836	1.32E-02	3.95E-03	-2.9499618	-2.520217	-0.22970804	NM_002415	MIF
57928	1.32E-02	3.95E-03	2.9499556	-2.520233	0.51577081	NR_040079	LOC399715
3651	1.32E-02	3.95E-03	-2.949849	-2.520521	-0.41255659		XLOC_006513
49677	1.32E-02	3.95E-03	-2.9498026	-2.520646	-0.22532933	NM_000839	GRM2
26161	1.32E-02	3.95E-03	-2.9497038	-2.520912	-0.59338459	NM_032051	PATZ1
42277	1.32E-02	3.95E-03	-2.9493978	-2.521737	-0.15620712	NM_153333	TCEAL8
6616	1.32E-02	3.96E-03	2.9492466	-2.522145	0.3876327	AK092544	LOC100131581
55218	1.32E-02	3.96E-03	2.9492141	-2.522233	0.20244969	NM_015367	BCL2L13
52699	1.32E-02	3.96E-03	2.949128	-2.522465	0.29640871	NM_030649	ACAP3
7852	1.33E-02	3.96E-03	2.9490072	-2.52279	0.53632034	NM_172390	NFATC1
61366	1.33E-02	3.96E-03	2.948996	-2.522821	0.55432836	NM_001005468	OR8B2
57202	1.33E-02	3.96E-03	2.9489382	-2.522976	0.53062505		XLOC_010243
33970	1.33E-02	3.96E-03	-2.9488552	-2.5232	-0.27651598	NM_018024	WDYHV1
23082	1.33E-02	3.96E-03	-2.9487811	-2.5234	-0.49636796	AK097101	LOC285762
21455	1.33E-02	3.96E-03	-2.9487711	-2.523427	-0.22045126	NM_017850	C1orf109
18020	1.33E-02	3.96E-03	-2.9486983	-2.523623	-0.48407515	NM_152744	SDK1
7702	1.33E-02	3.96E-03	2.9486699	-2.523699	0.52097157	NM_004665	VNN2
2214	1.33E-02	3.96E-03	-2.9485957	-2.5239	-0.77028293	NM_002195	INSL4
10961	1.33E-02	3.96E-03	2.9485692	-2.523971	0.35081786	NM_012304	FBXL7
40263	1.33E-02	3.96E-03	-2.9484732	-2.524229	-1.09123879	NM_024885	TAF7L
10269	1.33E-02	3.96E-03	2.9484669	-2.524247	0.73153819	NM_152908	SLC47A2
5272	1.33E-02	3.97E-03	2.9478302	-2.525962	0.4541618	NR_027715	FLJ14107
8110	1.33E-02	3.97E-03	-2.9478122	-2.526011	-0.21033304	NM_012225	NUBP2
24123	1.33E-02	3.97E-03	2.9477625	-2.526145	0.54723913	NM_020711	ERMN
32384	1.33E-02	3.97E-03	-2.9476315	-2.526498	-0.54268072	NM_018372	LRIF1
7195	1.33E-02	3.98E-03	-2.9475005	-2.526851	-0.15726746	NR_024158	PP7080
56206	1.33E-02	3.98E-03	2.9471521	-2.527789	0.60458846	NM_001007176	C8orf22
47099	1.33E-02	3.98E-03	2.9471363	-2.527832	0.55982516	BX103105	XLOC_011317
40033	1.33E-02	3.98E-03	2.9471161	-2.527886	0.50340552	NM_001018082	ADIG
58321	1.33E-02	3.98E-03	2.946877	-2.528531	0.53181765	NM_194312	ESPNL
39580	1.33E-02	3.98E-03	-2.9468574	-2.528583	-0.16812725	NM_012424	RPS6KC1
38731	1.33E-02	3.99E-03	2.9466981	-2.529012	0.52835055		XLOC_004653
59837	1.33E-02	3.99E-03	2.9466574	-2.529122	0.37504089	NM_032530	ZNF594
52074	1.33E-02	3.99E-03	2.9465296	-2.529466	0.21527446	NM_001080481	USP45
2580	1.33E-02	3.99E-03	2.9464528	-2.529673	0.34339443	NM_152739	HOXA9
27503	1.33E-02	3.99E-03	-2.9462532	-2.530211	-0.23477527	NM_000332	ATXN1
31161	1.33E-02	3.99E-03	-2.9462335	-2.530264	-0.3308233		XLOC_011592
37411	1.33E-02	3.99E-03	-2.9461706	-2.530433	-0.43137403	NM_198504	PAQR9
53389	1.33E-02	3.99E-03	2.9459947	-2.530907	0.1756248	NR_024052	HCG18
8567	1.33E-02	3.99E-03	-2.9459885	-2.530924	-0.26613573	NM_021999	ITM2B
41914	1.34E-02	4.00E-03	-2.9456302	-2.531889	-0.44570279	NM_001010852	CLVS2
39887	1.34E-02	4.00E-03	-2.9455478	-2.532111	-0.51899154	NM_018182	C17orf63
33119	1.34E-02	4.00E-03	-2.9455145	-2.5322	-0.140903	NM_018332	DDX19A
24005	1.34E-02	4.00E-03	-2.9452666	-2.532868	-0.19735217	NM_001984	ESD
15924	1.34E-02	4.00E-03	-2.9451275	-2.533242	-0.46551898	NM_052925	LENG8
53064	1.34E-02	4.01E-03	2.9449757	-2.533651	0.57380381		XLOC_010897
41408	1.34E-02	4.01E-03	-2.9449272	-2.533781	-0.7650846		
59307	1.34E-02	4.01E-03	-2.9448392	-2.534019	-0.29291561		
53152	1.34E-02	4.01E-03	2.9447708	-2.534203	0.58787243	BC035826	LOC339862
5292	1.34E-02	4.01E-03	-2.9447216	-2.534335	-0.58286403	AL137267	PLCB1
44276	1.34E-02	4.01E-03	2.9445612	-2.534767	0.51788207	NM_032264	NBPF3
34869	1.34E-02	4.01E-03	-2.9444038	-2.535191	-0.32928481	NM_006717	SPIN1
10262	1.34E-02	4.01E-03	2.9444028	-2.535193	0.29724921	NM_003043	SLC6A6
62901	1.34E-02	4.01E-03	-2.9443836	-2.535245	-0.4359309	NM_001190462	LOC643037
38426	1.34E-02	4.02E-03	2.9439399	-2.53644	0.25547407	NM_013446	MKRN1
55383	1.34E-02	4.02E-03	2.9439187	-2.536497	0.50886266	NM_001644	APOBEC1
44239	1.34E-02	4.02E-03	2.9437526	-2.536944	0.30157629		
10179	1.34E-02	4.02E-03	2.9435076	-2.537603	0.31008679	NM_002192	INHBA
37676	1.34E-02	4.03E-03	2.9433653	-2.537986	0.3184611	NR_023915	IPW
61200	1.34E-02	4.03E-03	2.9433213	-2.538104	0.59435867		XLOC_012658
56638	1.34E-02	4.03E-03	-2.9432749	-2.538229	-0.42457749	NM_024646	ZYG11B
45413	1.34E-02	4.03E-03	2.9432292	-2.538352	0.23135683	NM_005732	RAD50
3393	1.34E-02	4.03E-03	-2.9430781	-2.538759	-0.23912429	NM_003437	ZNF136
2952	1.35E-02	4.03E-03	-2.9428274	-2.539433	-0.39396182	NM_000163	GHR
26594	1.35E-02	4.04E-03	-2.9425258	-2.540245	-0.14634559	NM_014874	MFN2
7972	1.35E-02	4.04E-03	2.942465	-2.540408	0.27446811	NM_016086	STYXL1
44757	1.35E-02	4.04E-03	-2.9424595	-2.540423	-0.55689248		XLOC_000443
43139	1.35E-02	4.04E-03	2.9423635	-2.540682	0.4346225	NM_181726	ANKRD37
41985	1.35E-02	4.04E-03	-2.9420432	-2.541543	-0.26505561	NM_005114	HS3ST1
52650	1.35E-02	4.04E-03	2.9419781	-2.541718	0.56679259		XLOC_l2_000267
41651	1.35E-02	4.04E-03	2.9419441	-2.54181	0.74417781		XLOC_000294
19994	1.35E-02	4.04E-03	-2.9417858	-2.542236	-0.28919905	NM_178134	CYP4Z1
32937	1.35E-02	4.05E-03	-2.9416746	-2.542535	-0.30613388		
10525	1.35E-02	4.05E-03	-2.9415894	-2.542764	-0.68173325	AK025042	XLOC_003315
14632	1.35E-02	4.05E-03	2.9411587	-2.543922	0.54463854		XLOC_001833
32167	1.35E-02	4.05E-03	-2.9411385	-2.543977	-0.38918	NM_024751	GSTCD
41124	1.35E-02	4.05E-03	-2.9410393	-2.544243	-0.84536685	NM_001010847	LRRC38
135	1.35E-02	4.05E-03	-2.9409527	-2.544476	-0.37675867	NM_024751	GSTCD
11119	1.35E-02	4.06E-03	-2.9408282	-2.544811	-0.232966		PPP2R5C
13363	1.35E-02	4.06E-03	-2.9408166	-2.544842	-0.16125659	NR_038269	LOC100506844
43633	1.35E-02	4.06E-03	-2.9407289	-2.545078	-0.1926035	NM_016098	BRP44L
61044	1.35E-02	4.06E-03	-2.9405345	-2.545601	-0.23820171	BC045820	FAM165B
6991	1.35E-02	4.06E-03	-2.9401925	-2.546521	-0.2799116		XLOC_003200
40736	1.36E-02	4.07E-03	-2.9399346	-2.547214	-0.3906119		XLOC_l2_002049
14436	1.36E-02	4.07E-03	2.9398625	-2.547408	0.46824149	DA381791	
55890	1.36E-02	4.07E-03	-2.9398264	-2.547505	-0.10648518	NM_003793	CTSF
15551	1.36E-02	4.07E-03	-2.939768	-2.547662	-0.50081975	NM_005686	SOX13
54335	1.36E-02	4.07E-03	2.9397192	-2.547793	0.49990402	NR_024335	FLJ25328
2418	1.36E-02	4.07E-03	2.9397018	-2.54784	0.65104412	DA558726	CCDC80
45727	1.36E-02	4.08E-03	2.9391029	-2.54945	1.08936015	NM_005621	S100A12
11968	1.36E-02	4.08E-03	2.9390028	-2.549719	0.16414978	NM_001135653	PABPC4
15717	1.36E-02	4.08E-03	2.9389269	-2.549923	0.37181446		
38746	1.36E-02	4.08E-03	-2.9386279	-2.550726	-0.70584318	NM_002754	MAPK13
3046	1.36E-02	4.09E-03	2.9383325	-2.55152	0.45551894	NM_005950	MT1G
1686	1.36E-02	4.09E-03	-2.938086	-2.552183	-0.6437046	AK095284	LCLAT1
57991	1.36E-02	4.09E-03	2.9378443	-2.552832	0.4957141	NM_001097611	KNCN
101	1.36E-02	4.09E-03	-2.9376915	-2.553243	-0.21581052	NM_005343	HRAS
37888	1.36E-02	4.10E-03	2.9375564	-2.553606	0.54860109		
17451	1.37E-02	4.10E-03	2.9372854	-2.554334	0.45928674		
35957	1.37E-02	4.10E-03	2.9372814	-2.554345	0.52936732	AK056792	FAM65C
58034	1.37E-02	4.10E-03	2.937114	-2.554794	0.55650253	NR_001539	TTTY22
12205	1.37E-02	4.10E-03	-2.9370544	-2.554954	-0.18644328	NM_001020658	PUM1
61144	1.37E-02	4.10E-03	2.9368824	-2.555416	0.44590256		XLOC_013835
12704	1.37E-02	4.11E-03	2.936743	-2.555791	0.76105516	NM_001025199	CHI3L2
36845	1.37E-02	4.11E-03	2.9365618	-2.556278	0.36947396	NM_007353	GNA12
49122	1.37E-02	4.11E-03	2.9364732	-2.556516	0.48571304	NM_002546	TNFRSF11B
23103	1.37E-02	4.11E-03	2.9364478	-2.556584	0.14278693	NM_000978	RPL23
23871	1.37E-02	4.11E-03	-2.9363815	-2.556762	-0.52672125	NM_001004484	OR13D1
61819	1.37E-02	4.11E-03	2.9360262	-2.557716	0.36302667	NM_000528	MAN2B1
39426	1.37E-02	4.12E-03	2.9356164	-2.558817	0.19652458		
46493	1.37E-02	4.12E-03	2.9354735	-2.5592	0.2019697	NM_003902	FUBP1
47329	1.37E-02	4.12E-03	-2.9353682	-2.559483	-0.91735487	AK057918	XLOC_l2_015448
18208	1.37E-02	4.12E-03	-2.9353237	-2.559603	-0.59078624	XM_003403521	
54969	1.37E-02	4.13E-03	2.9350092	-2.560447	0.25783064		
22807	1.37E-02	4.13E-03	-2.9349551	-2.560592	-0.59629244		
53996	1.37E-02	4.13E-03	2.9349189	-2.560689	0.5315811		XLOC_l2_010843
40870	1.37E-02	4.13E-03	2.9348392	-2.560903	0.63772302	NM_030760	S1PR5
51509	1.37E-02	4.13E-03	2.934776	-2.561073	0.25828114	NM_003029	SHC1
29405	1.37E-02	4.13E-03	-2.9347332	-2.561188	-0.18290968	NM_018890	RAC1
19904	1.37E-02	4.13E-03	-2.934655	-2.561398	-0.18739849	NM_022746	1-Mar
5262	1.38E-02	4.13E-03	-2.9344819	-2.561862	-0.27909991	NM_052965	TSEN15
8945	1.38E-02	4.14E-03	-2.9341697	-2.5627	-0.17868047	NM_022482	GZF1
17738	1.38E-02	4.14E-03	2.9339767	-2.563218	0.15682258		
26955	1.38E-02	4.14E-03	2.9338193	-2.563641	0.30494318		XLOC_007368
9917	1.38E-02	4.14E-03	2.9337262	-2.563891	0.54255114	NM_001005164	OR52E2
10395	1.38E-02	4.14E-03	-2.9336856	-2.564	-0.35821717	NM_017883	WDR13
41656	1.38E-02	4.14E-03	-2.9336831	-2.564006	-0.21502866	NM_020871	LRCH2
44497	1.38E-02	4.14E-03	2.9336805	-2.564014	0.49953296	NM_003007	SEMG1
54043	1.38E-02	4.14E-03	2.9336687	-2.564045	0.15480403	NM_024011	CDK11A
23234	1.38E-02	4.14E-03	2.9336056	-2.564214	0.26655351	NM_152536	FGD5
45746	1.38E-02	4.15E-03	-2.9332658	-2.565126	-0.60993482		XLOC_008698
12653	1.38E-02	4.15E-03	2.9332265	-2.565232	0.15496798	NM_022913	GPBP1
41285	1.38E-02	4.15E-03	-2.9330324	-2.565753	-0.47800111	AY070435	LOC100507206
23024	1.38E-02	4.15E-03	-2.9329824	-2.565887	-0.44086187	BX108284	XLOC_011803
59955	1.38E-02	4.15E-03	-2.9329602	-2.565946	-0.29632787	NM_018204	CKAP2
5355	1.38E-02	4.15E-03	2.9327158	-2.566602	0.39676993	BC041456	XLOC_007268
30166	1.38E-02	4.16E-03	-2.9324808	-2.567233	-0.39792098	NM_012416	RANBP6
20586	1.38E-02	4.16E-03	-2.9324754	-2.567247	-0.51537681	NM_018502	TMCO6
9222	1.38E-02	4.16E-03	2.932474	-2.567251	0.69827765		XLOC_010476
7027	1.38E-02	4.16E-03	2.9323822	-2.567497	0.40106883	NM_001982	ERBB3
35615	1.38E-02	4.16E-03	-2.9323563	-2.567567	-0.19779161	NM_004990	MARS
14220	1.38E-02	4.16E-03	2.9321985	-2.56799	0.34791733	NM_006941	SOX10
34925	1.38E-02	4.16E-03	-2.9318773	-2.568851	-0.38394013	NM_012210	TRIM32
32990	1.38E-02	4.17E-03	2.9317964	-2.569069	0.55444837		XLOC_012712
35838	1.38E-02	4.17E-03	-2.9316467	-2.56947	-0.26448854	NM_001130105	COL4A3BP
13176	1.39E-02	4.17E-03	-2.9315618	-2.569698	-0.35540317	NM_006329	FBLN5
4924	1.39E-02	4.17E-03	2.9311074	-2.570916	0.30696545	NM_001012426	FOXP4
30554	1.39E-02	4.17E-03	2.9310922	-2.570957	0.24225512	NM_015954	DERA
12998	1.39E-02	4.18E-03	2.9307271	-2.571936	0.49006251	CD049591	XLOC_008552
44402	1.39E-02	4.18E-03	-2.9306504	-2.572142	-0.48250777		XLOC_009935
12295	1.39E-02	4.18E-03	-2.9303178	-2.573034	-0.35087783	NM_012164	FBXW2
51443	1.39E-02	4.19E-03	2.9300946	-2.573632	0.24183339	NM_207304	MBNL2
7544	1.39E-02	4.19E-03	2.9299009	-2.574152	0.3486688	NM_001244888	AGAP1
35221	1.39E-02	4.19E-03	2.9295712	-2.575035	0.15868535	NM_001914	CYB5A
61621	1.39E-02	4.19E-03	-2.9294663	-2.575317	-0.2758243	BG036557	
60474	1.39E-02	4.20E-03	2.9290837	-2.576342	0.50035769	NM_004764	PIWIL1
33041	1.40E-02	4.20E-03	-2.9287066	-2.577353	-0.47722673	DB081690	XLOC_005979
31851	1.40E-02	4.20E-03	2.9286682	-2.577456	0.16257959	NM_004462	FDFT1
60610	1.40E-02	4.20E-03	2.9286524	-2.577498	0.52933518		XLOC_004126
872	1.40E-02	4.21E-03	2.9284972	-2.577914	0.24696676	NR_038903	LOC100506233
12681	1.40E-02	4.21E-03	2.9284673	-2.577994	0.53101835	NM_020482	FHL5
60247	1.40E-02	4.21E-03	-2.9283467	-2.578317	-0.4460383	NM_031916	ROPN1L
59162	1.40E-02	4.21E-03	2.9283265	-2.578371	0.4925211		XLOC_l2_002194
41197	1.40E-02	4.21E-03	2.9282898	-2.578469	0.56610906	AK056105	XLOC_007962
20040	1.40E-02	4.21E-03	-2.9282417	-2.578598	-0.15903369	NM_012414	RAB3GAP2
32069	1.40E-02	4.21E-03	2.9282248	-2.578644	0.30240961	AK226145	psiTPTE22
51535	1.40E-02	4.21E-03	2.9281998	-2.578711	0.51301186	AK126134	C10orf129
24733	1.40E-02	4.21E-03	-2.9280602	-2.579085	-0.46326277	NM_032089	PCDHGA9
29683	1.40E-02	4.22E-03	-2.9278003	-2.579781	-0.2509135	NM_003666	BLZF1
58983	1.40E-02	4.22E-03	2.9276709	-2.580128	0.60228636		XLOC_l2_000942
