ID	adj.P.Val	P.Value	t	B	logFC	Gene	SPOT_ID
LOC100132068	4.67E-02	1.29E-02	2.545016	-3.39329	0.02473849	LOC100132068	
C3ORF35	4.67E-02	1.29E-02	-2.545015	-3.39329	-0.0306086	C3ORF35	
PDGFRA	4.67E-02	1.29E-02	2.544868	-3.39363	0.31883484	PDGFRA	
SMAD4	4.67E-02	1.29E-02	2.544766	-3.39387	0.21118776	SMAD4	
CCDC78	4.67E-02	1.29E-02	-2.544645	-3.39415	-0.03013215	CCDC78	
HS.563969	4.67E-02	1.29E-02	2.544598	-3.39426	0.02770686	HS.563969	
SNRPG	4.67E-02	1.29E-02	2.544343	-3.39485	0.12285593	SNRPG	
LOC644733	4.67E-02	1.29E-02	-2.544275	-3.39501	-0.06034251	LOC644733	
C9ORF117	4.67E-02	1.29E-02	2.544187	-3.39521	0.18614318	C9ORF117	
BMP8B	4.67E-02	1.30E-02	2.543977	-3.3957	0.29535528	BMP8B	
CHD6	4.68E-02	1.30E-02	-2.543708	-3.39632	-0.1115613	CHD6	
HS.169815	4.68E-02	1.30E-02	2.543523	-3.39675	0.0391682	HS.169815	
CADPS2	4.68E-02	1.30E-02	-2.543421	-3.39699	-0.33461595	CADPS2	
MCAT	4.68E-02	1.30E-02	-2.543257	-3.39737	-0.03673263	MCAT	
C10ORF53	4.68E-02	1.30E-02	-2.543206	-3.39748	-0.03042831	C10ORF53	
NUP43	4.68E-02	1.30E-02	2.543077	-3.39778	0.17572444	NUP43	
BANF1	4.69E-02	1.30E-02	-2.54285	-3.39831	-0.35257192	BANF1	
SEC62	4.69E-02	1.30E-02	-2.542621	-3.39884	-0.14171625	SEC62	
THEM2	4.69E-02	1.30E-02	-2.54254	-3.39903	-0.2297547	THEM2	
PCDHB4	4.70E-02	1.30E-02	-2.541905	-3.4005	-0.25228859	PCDHB4	
HS.563827	4.70E-02	1.30E-02	-2.541587	-3.40123	-0.03364522	HS.563827	
LOC100132364	4.70E-02	1.30E-02	2.541354	-3.40177	0.04271794	LOC100132364	
SAFB2	4.70E-02	1.30E-02	2.541313	-3.40187	0.17434485	SAFB2	
HNRNPH2	4.70E-02	1.31E-02	-2.541007	-3.40258	-0.21255688	HNRNPH2	
LOC644241	4.70E-02	1.31E-02	-2.540993	-3.40261	-0.05540943	LOC644241	
HS.283188	4.71E-02	1.31E-02	2.540792	-3.40307	0.03838824	HS.283188	
HS.107801	4.71E-02	1.31E-02	-2.540651	-3.4034	-0.0599723	HS.107801	
CMTM1	4.71E-02	1.31E-02	-2.540279	-3.40426	-0.07788181	CMTM1	
LOC645663	4.71E-02	1.31E-02	-2.540267	-3.40429	-0.09895891	LOC645663	
HS.556082	4.71E-02	1.31E-02	2.540196	-3.40445	0.21324676	HS.556082	
MIR505	4.71E-02	1.31E-02	2.540109	-3.40465	0.03796548	MIR505	
CPEB2	4.71E-02	1.31E-02	-2.539816	-3.40533	-0.15499398	CPEB2	
CCNB1IP1	4.71E-02	1.31E-02	2.539811	-3.40534	0.10920391	CCNB1IP1	
LOC642892	4.71E-02	1.31E-02	2.539734	-3.40552	0.12699062	LOC642892	
LOC642661	4.71E-02	1.31E-02	-2.53969	-3.40562	-0.03505597	LOC642661	
SLC22A4	4.72E-02	1.31E-02	-2.539548	-3.40595	-0.0997054	SLC22A4	
PCID2	4.72E-02	1.31E-02	2.539436	-3.40621	0.1286871	PCID2	
C1ORF35	4.72E-02	1.31E-02	2.539364	-3.40638	0.0909647	C1ORF35	
TMEM136	4.72E-02	1.31E-02	2.539262	-3.40661	0.1345745	TMEM136	
KIRREL2	4.72E-02	1.31E-02	-2.538977	-3.40727	-0.0225042	KIRREL2	
LOC643121	4.72E-02	1.31E-02	-2.538785	-3.40772	-0.03370924	LOC643121	
LOC646496	4.73E-02	1.31E-02	2.538419	-3.40856	0.07675759	LOC646496	
LOC647174	4.73E-02	1.31E-02	2.53823	-3.409	0.04500804	LOC647174	
HS.539385	4.73E-02	1.32E-02	2.538155	-3.40917	0.04129223	HS.539385	
SEC23B	4.73E-02	1.32E-02	-2.537864	-3.40985	-0.211484	SEC23B	
POLR1E	4.73E-02	1.32E-02	-2.537838	-3.40991	-0.11372091	POLR1E	
LOC642514	4.73E-02	1.32E-02	2.537597	-3.41046	0.06669541	LOC642514	
BRSK2	4.74E-02	1.32E-02	2.537462	-3.41078	0.21804396	BRSK2	
LOC649841	4.74E-02	1.32E-02	2.537022	-3.41179	0.5873667	LOC649841	
TCEB3C	4.74E-02	1.32E-02	2.53695	-3.41196	0.02720015	TCEB3C	
LOC441050	4.74E-02	1.32E-02	-2.536832	-3.41223	-0.09676822	LOC441050	
LOC729675	4.74E-02	1.32E-02	2.536703	-3.41253	0.08997581	LOC729675	
HS.542993	4.74E-02	1.32E-02	2.536693	-3.41256	0.30570791	HS.542993	
HS.580813	4.74E-02	1.32E-02	-2.536618	-3.41273	-0.03452401	HS.580813	
ZNF345	4.75E-02	1.32E-02	2.536183	-3.41373	0.02608448	ZNF345	
LOC550643	4.75E-02	1.32E-02	-2.536094	-3.41394	-0.11646702	LOC550643	
HS.154336	4.75E-02	1.32E-02	-2.536054	-3.41403	-0.32221936	HS.154336	
HS.132283	4.75E-02	1.32E-02	-2.536017	-3.41412	-0.05376405	HS.132283	
DHX37	4.75E-02	1.32E-02	2.535981	-3.4142	0.24942054	DHX37	
LOC729837	4.75E-02	1.32E-02	2.535766	-3.4147	0.05867298	LOC729837	
PRPF8	4.76E-02	1.33E-02	-2.535253	-3.41588	-0.19153362	PRPF8	
HS.566740	4.76E-02	1.33E-02	2.535189	-3.41603	0.04314772	HS.566740	
HS.97558	4.76E-02	1.33E-02	2.535012	-3.41644	0.04645699	HS.97558	
RGS9	4.76E-02	1.33E-02	2.534936	-3.41662	0.05517458	RGS9	
GRK6	4.76E-02	1.33E-02	-2.534473	-3.41768	-0.03821631	GRK6	
CACNA1C	4.76E-02	1.33E-02	-2.534465	-3.4177	-0.12940907	CACNA1C	
LOC644152	4.76E-02	1.33E-02	-2.534301	-3.41808	-0.03137512	LOC644152	
OLIG2	4.77E-02	1.33E-02	2.534146	-3.41844	0.30204265	OLIG2	
PSORS1C2	4.77E-02	1.33E-02	-2.534032	-3.4187	-0.05792649	PSORS1C2	
TTC23	4.78E-02	1.33E-02	2.533044	-3.42098	0.18966443	TTC23	
RHOA	4.78E-02	1.33E-02	2.532936	-3.42123	0.14304696	RHOA	
FIGN	4.78E-02	1.33E-02	-2.532834	-3.42147	-0.0620971	FIGN	
KIN	4.78E-02	1.33E-02	-2.532807	-3.42153	-0.04913268	KIN	
CCDC60	4.78E-02	1.33E-02	-2.532612	-3.42198	-0.07631486	CCDC60	
LOC648058	4.78E-02	1.33E-02	2.532496	-3.42225	0.03335934	LOC648058	
MAGEC2	4.78E-02	1.34E-02	2.532304	-3.42269	0.02639256	MAGEC2	
FAM12A	4.79E-02	1.34E-02	2.531954	-3.4235	0.05523962	FAM12A	
LOC100128816	4.79E-02	1.34E-02	2.53191	-3.4236	0.05131014	LOC100128816	
HS.130048	4.79E-02	1.34E-02	2.531797	-3.42386	0.03743864	HS.130048	
PPIA	4.79E-02	1.34E-02	-2.531664	-3.42417	-0.13476079	PPIA	
LOC652451	4.80E-02	1.34E-02	-2.531036	-3.42562	-0.03534317	LOC652451	
WFDC10A	4.80E-02	1.34E-02	-2.530993	-3.42572	-0.03940375	WFDC10A	
LOC100130221	4.80E-02	1.34E-02	2.530885	-3.42597	0.02116597	LOC100130221	
CARD14	4.80E-02	1.34E-02	2.53076	-3.42625	0.03675474	CARD14	
CXCL12	4.80E-02	1.34E-02	-2.530638	-3.42654	-0.08035271	CXCL12	
GNPNAT1	4.80E-02	1.34E-02	2.530625	-3.42657	0.13447527	GNPNAT1	
ASF1A	4.80E-02	1.34E-02	-2.530259	-3.42741	-0.2784007	ASF1A	
ALG12	4.81E-02	1.34E-02	2.530065	-3.42786	0.06895093	ALG12	
LOC100133479	4.81E-02	1.34E-02	-2.529964	-3.42809	-0.03595737	LOC100133479	
HS.557040	4.81E-02	1.35E-02	2.529532	-3.42909	0.0444497	HS.557040	
CORO1A	4.82E-02	1.35E-02	-2.529226	-3.42979	-0.26749211	CORO1A	
CECR5	4.82E-02	1.35E-02	2.528875	-3.4306	0.14151543	CECR5	
ANKRD13A	4.82E-02	1.35E-02	2.528716	-3.43097	0.13359606	ANKRD13A	
LOC651436	4.83E-02	1.35E-02	2.528056	-3.43249	0.21609396	LOC651436	
C14ORF173	4.83E-02	1.35E-02	2.527676	-3.43337	0.29569203	C14ORF173	
CDC16	4.84E-02	1.36E-02	2.526776	-3.43544	0.14040956	CDC16	
HS.571741	4.85E-02	1.36E-02	2.526542	-3.43598	0.14983504	HS.571741	
HS.568640	4.85E-02	1.36E-02	-2.526116	-3.43696	-0.02487756	HS.568640	
PTMS	4.85E-02	1.36E-02	-2.525987	-3.43726	-0.31283478	PTMS	
ST5	4.85E-02	1.36E-02	2.525926	-3.4374	0.08914399	ST5	
LOC646109	4.86E-02	1.36E-02	-2.525674	-3.43798	-0.0224255	LOC646109	
HS.561259	4.86E-02	1.36E-02	2.525344	-3.43874	0.0703811	HS.561259	
LOC728773	4.86E-02	1.36E-02	-2.525294	-3.43885	-0.02587478	LOC728773	
UBE2F	4.86E-02	1.36E-02	2.525034	-3.43945	0.13803045	UBE2F	
BBS9	4.86E-02	1.36E-02	2.524843	-3.43989	0.06247301	BBS9	
OR2A42	4.87E-02	1.36E-02	-2.52465	-3.44034	-0.0740474	OR2A42	
HS.575784	4.87E-02	1.36E-02	2.52462	-3.44041	0.04897838	HS.575784	
LOC647707	4.87E-02	1.36E-02	2.524496	-3.44069	0.05840261	LOC647707	
TMEM81	4.87E-02	1.36E-02	2.524432	-3.44084	0.0449968	TMEM81	
IGDCC4	4.87E-02	1.36E-02	2.524315	-3.44111	0.17550314	IGDCC4	
GPR21	4.87E-02	1.36E-02	-2.524253	-3.44125	-0.04897961	GPR21	
HS.536734	4.88E-02	1.37E-02	2.523593	-3.44277	0.03504448	HS.536734	
LOC391126	4.88E-02	1.37E-02	2.523222	-3.44362	0.22326574	LOC391126	
FLJ11292	4.88E-02	1.37E-02	2.523133	-3.44383	0.25046702	FLJ11292	
MTNR1B	4.88E-02	1.37E-02	2.522946	-3.44426	0.02788863	MTNR1B	
MGC12965	4.88E-02	1.37E-02	2.522902	-3.44436	0.19576997	MGC12965	
HS.491799	4.88E-02	1.37E-02	2.522706	-3.44481	0.0329219	HS.491799	
AMOTL2	4.88E-02	1.37E-02	2.522681	-3.44487	0.11983084	AMOTL2	
GDF1	4.88E-02	1.37E-02	2.522586	-3.44509	0.01966235	GDF1	
LOC100133008	4.88E-02	1.37E-02	2.522476	-3.44534	0.11795884	LOC100133008	
PUS7L	4.88E-02	1.37E-02	-2.522451	-3.4454	-0.16245407	PUS7L	
LOC652082	4.88E-02	1.37E-02	2.522446	-3.44541	0.07134029	LOC652082	
TNFAIP8L3	4.90E-02	1.37E-02	-2.521604	-3.44734	-0.16262279	TNFAIP8L3	
ASB17	4.90E-02	1.37E-02	2.521544	-3.44748	0.02375571	ASB17	
LOC100133563	4.90E-02	1.37E-02	-2.521394	-3.44783	-0.03663442	LOC100133563	
HS.565778	4.90E-02	1.38E-02	2.520872	-3.44903	0.04133051	HS.565778	
LOC653669	4.91E-02	1.38E-02	2.520538	-3.4498	0.03031738	LOC653669	
LOC644908	4.91E-02	1.38E-02	2.520368	-3.45019	0.08842438	LOC644908	
PRDM8	4.91E-02	1.38E-02	-2.520051	-3.45092	-0.29541192	PRDM8	
S100A8	4.91E-02	1.38E-02	2.520036	-3.45095	0.67624934	S100A8	
TDP1	4.91E-02	1.38E-02	2.51973	-3.45165	0.24273589	TDP1	
LYPLAL1	4.92E-02	1.38E-02	-2.519608	-3.45193	-0.17530079	LYPLAL1	
TMEM95	4.92E-02	1.38E-02	-2.5196	-3.45195	-0.04655974	TMEM95	
LOC651212	4.92E-02	1.38E-02	2.519489	-3.45221	0.0691951	LOC651212	
LOC285423	4.92E-02	1.38E-02	-2.519432	-3.45234	-0.02952379	LOC285423	
SEMA3A	4.92E-02	1.38E-02	-2.519344	-3.45254	-0.14843606	SEMA3A	
LOC653080	4.92E-02	1.38E-02	2.519146	-3.453	0.25628947	LOC653080	
LOC649864	4.92E-02	1.38E-02	2.519133	-3.45303	0.03913371	LOC649864	
IKBKB	4.92E-02	1.38E-02	2.519047	-3.45322	0.09053283	IKBKB	
MFSD11	4.92E-02	1.38E-02	2.518875	-3.45362	0.29833562	MFSD11	
LOC646197	4.93E-02	1.38E-02	-2.5185	-3.45448	-0.27228671	LOC646197	
LOC650677	4.93E-02	1.38E-02	-2.518451	-3.45459	-0.02834938	LOC650677	
LOC100130293	4.93E-02	1.39E-02	2.518384	-3.45475	0.03157722	LOC100130293	
RPL24	4.94E-02	1.39E-02	2.517169	-3.45754	0.17933379	RPL24	
SLC3A2	4.94E-02	1.39E-02	2.517108	-3.45768	0.20600592	SLC3A2	
LOC646439	4.94E-02	1.39E-02	2.516891	-3.45818	0.02651982	LOC646439	
POMT2	4.94E-02	1.39E-02	2.516851	-3.45827	0.18769771	POMT2	
LOC643274	4.95E-02	1.39E-02	-2.516415	-3.45927	-0.04245658	LOC643274	
KPRP	4.95E-02	1.39E-02	-2.51626	-3.45963	-0.04036138	KPRP	
TBRG4	4.95E-02	1.39E-02	-2.516214	-3.45973	-0.09163322	TBRG4	
HSPA2	4.95E-02	1.39E-02	2.516125	-3.45993	0.35346219	HSPA2	
LOC647311	4.96E-02	1.40E-02	2.515588	-3.46117	0.04805922	LOC647311	
LOC728969	4.96E-02	1.40E-02	2.515415	-3.46156	0.12519876	LOC728969	
LOC644316	4.96E-02	1.40E-02	2.51488	-3.46279	0.04691234	LOC644316	
PSME1	4.96E-02	1.40E-02	2.514879	-3.46279	0.13631135	PSME1	
LOC100133649	4.96E-02	1.40E-02	2.514857	-3.46284	0.06188628	LOC100133649	
LOC100132291	4.97E-02	1.40E-02	2.514479	-3.46371	0.30068936	LOC100132291	
KRTCAP3	4.97E-02	1.40E-02	2.514386	-3.46392	0.05455719	KRTCAP3	
TOM1	4.97E-02	1.40E-02	-2.514317	-3.46408	-0.06181587	TOM1	
FAM25A	4.97E-02	1.40E-02	2.51423	-3.46428	0.05029998	FAM25A	
ZNF581	4.97E-02	1.40E-02	2.514041	-3.46472	0.13541787	ZNF581	
C11ORF44	4.97E-02	1.40E-02	2.513971	-3.46488	0.03423007	C11ORF44	
PCYOX1	4.97E-02	1.40E-02	2.513946	-3.46494	0.20694889	PCYOX1	
LETM1	4.97E-02	1.40E-02	2.513916	-3.465	0.11954981	LETM1	
FAM179A	4.98E-02	1.40E-02	2.51362	-3.46568	0.38699156	FAM179A	
LOC653497	4.98E-02	1.41E-02	2.512917	-3.4673	0.05336971	LOC653497	
LOC401180	4.99E-02	1.41E-02	2.512693	-3.46781	0.10671577	LOC401180	
EFTUD2	4.99E-02	1.41E-02	-2.512631	-3.46795	-0.12118999	EFTUD2	
LOC644646	4.99E-02	1.41E-02	-2.512142	-3.46907	-0.06791176	LOC644646	
NAPSA	4.99E-02	1.41E-02	2.512131	-3.4691	0.06609846	NAPSA	
LOC121006	4.99E-02	1.41E-02	-2.51205	-3.46928	-0.03315113	LOC121006	
SCUBE2	4.99E-02	1.41E-02	2.512015	-3.46936	0.2121602	SCUBE2	
LOC649553	4.99E-02	1.41E-02	-2.511962	-3.46949	-0.2501514	LOC649553	
LOC643668	4.99E-02	1.41E-02	-2.511906	-3.46961	-0.20292479	LOC643668	
LOC100132994	5.00E-02	1.41E-02	2.51123	-3.47116	0.04173307	LOC100132994	
C21ORF119	5.00E-02	1.41E-02	-2.511154	-3.47134	-0.05890558	C21ORF119	
DBN1	5.01E-02	1.41E-02	2.510279	-3.47334	0.18278227	DBN1	
LOC728806	5.01E-02	1.42E-02	2.510245	-3.47342	0.10209802	LOC728806	
LOC646294	5.01E-02	1.42E-02	2.510229	-3.47346	0.24118948	LOC646294	
FTSJ3	5.01E-02	1.42E-02	2.510147	-3.47364	0.08143319	FTSJ3	
LOC647542	5.01E-02	1.42E-02	-2.50998	-3.47403	-0.03452999	LOC647542	
HS.559564	5.01E-02	1.42E-02	-2.509893	-3.47423	-0.11692118	HS.559564	
LOC401074	5.02E-02	1.42E-02	2.50946	-3.47522	0.044303	LOC401074	
HS.551024	5.03E-02	1.42E-02	-2.508826	-3.47667	-0.05149384	HS.551024	
RASSF10	5.03E-02	1.42E-02	-2.508816	-3.47669	-0.04550678	RASSF10	
HS.545687	5.03E-02	1.42E-02	2.508656	-3.47706	0.06167093	HS.545687	
RCSD1	5.03E-02	1.42E-02	2.508631	-3.47712	0.12530792	RCSD1	
C9ORF9	5.03E-02	1.42E-02	-2.508436	-3.47756	-0.13306226	C9ORF9	
LOC100133120	5.03E-02	1.42E-02	2.508359	-3.47774	0.03882038	LOC100133120	
LOC652048	5.04E-02	1.42E-02	-2.507821	-3.47897	-0.04474917	LOC652048	
HS.162932	5.05E-02	1.43E-02	2.506871	-3.48115	0.096977	HS.162932	
LOC643501	5.05E-02	1.43E-02	2.506742	-3.48144	0.03266274	LOC643501	
HS.385477	5.05E-02	1.43E-02	2.506741	-3.48144	0.05998256	HS.385477	
NDUFA2	5.05E-02	1.43E-02	-2.50659	-3.48179	-0.09640786	NDUFA2	
PTGFR	5.05E-02	1.43E-02	2.506542	-3.4819	0.03978893	PTGFR	
ALDOC	5.05E-02	1.43E-02	-2.506444	-3.48212	-0.19575853	ALDOC	
HYAL3	5.05E-02	1.43E-02	-2.506216	-3.48265	-0.12208171	HYAL3	
WDR76	5.05E-02	1.43E-02	2.506173	-3.48274	0.03353832	WDR76	
RBM12	5.06E-02	1.43E-02	-2.505936	-3.48328	-0.12058495	RBM12	
NHS	5.06E-02	1.43E-02	2.50584	-3.4835	0.11452426	NHS	
THEG	5.06E-02	1.43E-02	-2.505676	-3.48388	-0.09735305	THEG	
HS.562980	5.06E-02	1.43E-02	-2.505579	-3.4841	-0.0438743	HS.562980	
SLC40A1	5.06E-02	1.43E-02	2.505562	-3.48414	0.20438251	SLC40A1	
LOC91431	5.06E-02	1.43E-02	2.505532	-3.48421	0.21469544	LOC91431	
FAM161A	5.06E-02	1.43E-02	-2.50513	-3.48513	-0.13315195	FAM161A	
FLJ35848	5.07E-02	1.43E-02	-2.50498	-3.48547	-0.04399558	FLJ35848	
VKORC1	5.07E-02	1.43E-02	2.504934	-3.48558	0.18815365	VKORC1	
SOX15	5.07E-02	1.43E-02	2.504886	-3.48569	0.15016147	SOX15	
PRKCZ	5.07E-02	1.44E-02	-2.504835	-3.4858	-0.01874216	PRKCZ	
AZI1	5.07E-02	1.44E-02	2.504662	-3.4862	0.22879247	AZI1	
LOC100130010	5.07E-02	1.44E-02	-2.504543	-3.48647	-0.0208772	LOC100130010	
C6ORF35	5.07E-02	1.44E-02	-2.504533	-3.48649	-0.09436468	C6ORF35	
GAS2L1	5.07E-02	1.44E-02	-2.504411	-3.48677	-0.08588782	GAS2L1	
CHMP1B	5.07E-02	1.44E-02	-2.504353	-3.48691	-0.28235335	CHMP1B	
TNN	5.08E-02	1.44E-02	-2.503813	-3.48814	-0.04071241	TNN	
RRP8	5.08E-02	1.44E-02	2.503523	-3.4888	0.11184548	RRP8	
ALDH5A1	5.08E-02	1.44E-02	-2.503468	-3.48893	-0.19442158	ALDH5A1	
CSTF2	5.08E-02	1.44E-02	-2.503178	-3.48959	-0.10310192	CSTF2	
LOC728661	5.08E-02	1.44E-02	-2.503055	-3.48987	-0.17139501	LOC728661	
PRED57	5.08E-02	1.44E-02	-2.503035	-3.48992	-0.02855792	PRED57	
HS.552332	5.08E-02	1.44E-02	-2.502949	-3.49012	-0.03901374	HS.552332	
STAT2	5.09E-02	1.44E-02	2.502806	-3.49044	0.15477872	STAT2	
LOC647827	5.09E-02	1.44E-02	2.502664	-3.49077	0.08248303	LOC647827	
SCARNA22	5.09E-02	1.44E-02	2.502648	-3.4908	0.07563758	SCARNA22	
IYD	5.09E-02	1.44E-02	2.502518	-3.4911	0.03819407	IYD	
ZCCHC16	5.09E-02	1.44E-02	-2.502429	-3.4913	-0.02897286	ZCCHC16	
C6ORF173	5.09E-02	1.44E-02	-2.502423	-3.49132	-0.09726054	C6ORF173	
LOC651695	5.09E-02	1.44E-02	2.502367	-3.49145	0.03882138	LOC651695	
LOC100130138	5.09E-02	1.44E-02	2.502293	-3.49161	0.18718263	LOC100130138	
FLJ31132	5.09E-02	1.45E-02	2.502169	-3.4919	0.0387676	FLJ31132	
BTNL2	5.09E-02	1.45E-02	2.501922	-3.49246	0.02559882	BTNL2	
CDX2	5.09E-02	1.45E-02	2.50186	-3.4926	0.04109666	CDX2	
RNU6ATAC	5.09E-02	1.45E-02	2.501651	-3.49308	0.11868071	RNU6ATAC	
CALML3	5.10E-02	1.45E-02	-2.501526	-3.49337	-0.0313451	CALML3	
MRTO4	5.10E-02	1.45E-02	-2.501508	-3.49341	-0.10288782	MRTO4	
CCDC111	5.10E-02	1.45E-02	-2.501384	-3.49369	-0.08154326	CCDC111	
LOC653136	5.10E-02	1.45E-02	-2.501358	-3.49375	-0.04295936	LOC653136	
SOX2OT	5.10E-02	1.45E-02	2.501167	-3.49419	0.22054045	SOX2OT	
VPS29	5.10E-02	1.45E-02	-2.500957	-3.49467	-0.31068017	VPS29	
CHCHD1	5.10E-02	1.45E-02	-2.50057	-3.49555	-0.08959776	CHCHD1	
GP6	5.11E-02	1.45E-02	-2.500095	-3.49663	-0.07636223	GP6	
SH3GL1	5.12E-02	1.46E-02	2.49931	-3.49843	0.22058465	SH3GL1	
TXNL2	5.13E-02	1.46E-02	-2.498821	-3.49954	-0.18267854	TXNL2	
LOC644341	5.13E-02	1.46E-02	-2.498708	-3.4998	-0.03666284	LOC644341	
LOC100129034	5.13E-02	1.46E-02	2.498233	-3.50089	0.21946339	LOC100129034	
LOC400019	5.13E-02	1.46E-02	-2.498173	-3.50102	-0.05378877	LOC400019	
FUNDC2	5.13E-02	1.46E-02	-2.498036	-3.50133	-0.07570635	FUNDC2	
TAF7	5.14E-02	1.46E-02	-2.497805	-3.50186	-0.17037445	TAF7	
GPR176	5.14E-02	1.46E-02	-2.497689	-3.50213	-0.04893512	GPR176	
FOXD4L4	5.14E-02	1.46E-02	2.497684	-3.50214	0.07887588	FOXD4L4	
LOC100132418	5.14E-02	1.46E-02	-2.497216	-3.50321	-0.15395076	LOC100132418	
IPW	5.14E-02	1.46E-02	-2.497054	-3.50357	-0.21550517	IPW	
IQGAP3	5.14E-02	1.46E-02	2.497042	-3.5036	0.08705736	IQGAP3	
TRO	5.15E-02	1.46E-02	-2.496948	-3.50382	-0.20455824	TRO	
GHDC	5.15E-02	1.47E-02	-2.496385	-3.5051	-0.27342128	GHDC	
WRNIP1	5.16E-02	1.47E-02	-2.495506	-3.5071	-0.11176675	WRNIP1	
BTLA	5.17E-02	1.47E-02	-2.495139	-3.50794	-0.04801657	BTLA	
LOC644662	5.17E-02	1.47E-02	-2.495062	-3.50812	-0.03613973	LOC644662	
HS.462808	5.17E-02	1.47E-02	-2.49485	-3.5086	-0.04366126	HS.462808	
ZNF425	5.17E-02	1.47E-02	-2.494845	-3.50861	-0.1376339	ZNF425	
BAI1	5.17E-02	1.47E-02	-2.494544	-3.5093	-0.03606003	BAI1	
TEX13A	5.18E-02	1.48E-02	-2.493797	-3.511	-0.0370535	TEX13A	
MYO1C	5.18E-02	1.48E-02	2.493658	-3.51132	0.0452732	MYO1C	
HS.564542	5.19E-02	1.48E-02	2.493474	-3.51174	0.0308208	HS.564542	
C1ORF83	5.19E-02	1.48E-02	2.493386	-3.51194	0.11714073	C1ORF83	
CDC37	5.19E-02	1.48E-02	-2.493206	-3.51235	-0.12765972	CDC37	
SMPD4	5.19E-02	1.48E-02	2.493026	-3.51276	0.09539706	SMPD4	
LOC440063	5.19E-02	1.48E-02	-2.492965	-3.51289	-0.3863871	LOC440063	
FLJ41562	5.19E-02	1.48E-02	2.492854	-3.51315	0.03253557	FLJ41562	
FCGR3A	5.19E-02	1.48E-02	-2.492697	-3.51351	-0.11148835	FCGR3A	
ARID3B	5.19E-02	1.48E-02	2.49253	-3.51389	0.20970925	ARID3B	
NDUFA12	5.20E-02	1.48E-02	-2.491942	-3.51522	-0.25077952	NDUFA12	
ZNF678	5.20E-02	1.49E-02	2.491727	-3.51571	0.029145	ZNF678	
FAM114A2	5.20E-02	1.49E-02	-2.491671	-3.51584	-0.07817308	FAM114A2	
PSCD2	5.21E-02	1.49E-02	-2.491575	-3.51606	-0.05480194	PSCD2	
LOC100131518	5.21E-02	1.49E-02	2.491311	-3.51666	0.02487674	LOC100131518	
MYO3B	5.21E-02	1.49E-02	2.491101	-3.51714	0.19981098	MYO3B	
GMIP	5.21E-02	1.49E-02	2.49106	-3.51723	0.0938485	GMIP	
MYH13	5.21E-02	1.49E-02	-2.490715	-3.51802	-0.03323352	MYH13	
RNY4	5.22E-02	1.49E-02	2.49056	-3.51837	0.28841128	RNY4	
PLAC1L	5.22E-02	1.49E-02	-2.490525	-3.51845	-0.02904782	PLAC1L	
HS.119225	5.22E-02	1.49E-02	2.490062	-3.5195	0.05811995	HS.119225	
HS.554051	5.22E-02	1.49E-02	2.489969	-3.51971	0.14100591	HS.554051	
ZNF512	5.22E-02	1.49E-02	-2.489884	-3.51991	-0.20192494	ZNF512	
SNORD16	5.22E-02	1.49E-02	2.489874	-3.51993	0.02457254	SNORD16	
LOC100134655	5.22E-02	1.49E-02	2.489762	-3.52019	0.03439408	LOC100134655	
YIPF5	5.22E-02	1.49E-02	-2.489694	-3.52034	-0.12671727	YIPF5	
FCRLA	5.23E-02	1.49E-02	2.489421	-3.52096	0.04836806	FCRLA	
HS.528160	5.23E-02	1.49E-02	2.489391	-3.52103	0.06309218	HS.528160	
NDUFB11	5.24E-02	1.50E-02	-2.488465	-3.52314	-0.15472403	NDUFB11	
EBAG9	5.24E-02	1.50E-02	-2.48821	-3.52372	-0.10491545	EBAG9	
TBXAS1	5.24E-02	1.50E-02	2.488144	-3.52387	0.22021399	TBXAS1	
LOC652589	5.25E-02	1.50E-02	2.487818	-3.52461	0.10123776	LOC652589	
TLR8	5.25E-02	1.50E-02	2.487749	-3.52476	0.03570525	TLR8	
LOC651568	5.25E-02	1.50E-02	-2.487745	-3.52477	-0.05317161	LOC651568	
RBMY1D	5.25E-02	1.50E-02	2.487626	-3.52504	0.02935928	RBMY1D	
LOC100128016	5.25E-02	1.50E-02	-2.48759	-3.52513	-0.08287897	LOC100128016	
DDX19A	5.25E-02	1.50E-02	2.487304	-3.52578	0.1239884	DDX19A	
OR2Z1	5.25E-02	1.50E-02	2.4872	-3.52601	0.033283	OR2Z1	
LOC730015	5.25E-02	1.50E-02	2.487195	-3.52603	0.04848273	LOC730015	
KLHL7	5.25E-02	1.50E-02	-2.487165	-3.52609	-0.19374304	KLHL7	
HS.543759	5.25E-02	1.50E-02	-2.487131	-3.52617	-0.03366117	HS.543759	
MGC10997	5.25E-02	1.50E-02	2.487073	-3.5263	0.17712051	MGC10997	
ZNF679	5.25E-02	1.50E-02	-2.487013	-3.52644	-0.1881455	ZNF679	
LOC645961	5.25E-02	1.50E-02	2.486802	-3.52692	0.03903809	LOC645961	
HS.552496	5.26E-02	1.51E-02	-2.486102	-3.52851	-0.03567161	HS.552496	
CD93	5.26E-02	1.51E-02	2.485964	-3.52882	0.3707633	CD93	
GGCX	5.26E-02	1.51E-02	-2.485829	-3.52913	-0.11190135	GGCX	
LOC730099	5.26E-02	1.51E-02	2.485827	-3.52913	0.03065128	LOC730099	
SNRP70	5.27E-02	1.51E-02	-2.485554	-3.52975	-0.04305429	SNRP70	
