gene	mean	median	longest_isoform	merged
ENSG00000288868	1983	1983	1983	1983
ENSG00000241135	1102	1004	1899	4735
ENSG00000270194	2414	2414	2414	2414
ENSG00000289331	252	252	252	252
ENSG00000290044	337	337	337	337
ENSG00000290046	752	752	752	752
ENSG00000234076	1256	1256	1256	1256
ENSG00000228109	499	356	951	1139
ENSG00000287158	1246	981	3609	6260
ENSG00000290054	313	313	313	313
ENSG00000241472	1640	1575	3451	9070
ENSG00000174899	948	888	1484	3342
ENSG00000268129	575	575	575	575
ENSG00000239922	1331	884	2580	4030
ENSG00000246082	1834	1989	2391	2564
ENSG00000288895	1020	854	1548	2168
ENSG00000206573	1397	943	4015	9533
ENSG00000243224	1104	1104	1107	1110
ENSG00000256628	2794	2794	2794	2794
ENSG00000290072	670	670	670	670
ENSG00000230266	863	863	942	957
ENSG00000225611	1059	1059	1059	1059
ENSG00000290076	1463	1463	1463	1463
ENSG00000289451	331	331	372	379
ENSG00000289153	618	554	842	1605
ENSG00000231770	984	1070	1135	1705
ENSG00000248932	1518	852	8237	14080
ENSG00000229271	792	792	1173	1483
ENSG00000243694	1102	741	2535	5339
ENSG00000290077	422	422	422	422
ENSG00000230084	933	660	2425	3245
ENSG00000289859	265	265	265	265
ENSG00000235257	1303	895	3917	19228
ENSG00000289130	845	845	883	1423
ENSG00000233058	2478	2079	5557	9427
ENSG00000289469	848	712	1167	1723
ENSG00000288831	1220	1307	1611	1625
ENSG00000242759	1128	998	4181	19150
ENSG00000229334	997	997	997	997
ENSG00000290079	794	794	794	794
ENSG00000287042	509	378	782	1435
ENSG00000241905	316	316	316	316
ENSG00000073711	2454	1782	6743	7785
ENSG00000227267	581	581	581	581
ENSG00000273455	439	439	439	439
ENSG00000241438	448	448	448	448
ENSG00000244740	376	376	376	376
ENSG00000114054	1738	1683	6090	7498
ENSG00000174579	2802	2745	5186	5781
ENSG00000223968	255	255	255	255
ENSG00000271943	1618	1701	2409	3758
ENSG00000232766	440	440	440	440
ENSG00000272282	1096	1096	1096	1096
ENSG00000187672	2147	904	6239	8219
ENSG00000163508	2910	3264	3386	3656
ENSG00000163817	2615	2720	5425	9123
ENSG00000174227	1550	867	3909	10899
ENSG00000205959	1667	1231	3204	4513
ENSG00000250613	329	329	329	329
ENSG00000251292	639	639	639	639
ENSG00000286318	1814	1814	1814	1814
ENSG00000280310	1048	1048	1048	1048
ENSG00000250476	627	627	627	627
ENSG00000250039	1686	1874	2059	4390
ENSG00000248360	1735	904	4672	5095
ENSG00000251595	1712	1659	2110	2790
ENSG00000249988	408	408	499	649
ENSG00000109519	1539	1539	2653	4055
ENSG00000109667	1107	738	2175	6628
ENSG00000248564	487	487	487	487
ENSG00000241612	483	483	483	483
ENSG00000251188	550	550	550	550
ENSG00000109606	1341	744	3028	8166
ENSG00000237350	576	576	576	576
ENSG00000272602	1761	1999	2872	3929
ENSG00000109625	1415	906	2538	3447
ENSG00000249866	970	970	970	970
ENSG00000287081	3912	3912	3912	3912
ENSG00000251535	529	529	529	529
ENSG00000152953	1893	1481	3535	5282
ENSG00000250634	2542	3033	3635	6649
ENSG00000248343	948	948	948	948
ENSG00000284648	219	219	219	219
ENSG00000250896	918	918	918	918
ENSG00000163132	1224	1224	1940	2121
ENSG00000251252	616	616	616	616
ENSG00000273396	1043	1257	1346	1548
ENSG00000249252	583	583	630	907
ENSG00000242358	248	248	248	248
ENSG00000187904	591	591	591	591
ENSG00000248238	656	656	671	1212
ENSG00000250238	1156	1156	1156	1156
ENSG00000170891	609	553	989	989
ENSG00000155275	1533	775	4157	7752
ENSG00000132405	2737	4021	4947	6260
ENSG00000249799	190	190	190	190
ENSG00000249780	340	340	340	340
ENSG00000250321	142	142	142	142
ENSG00000272885	420	420	420	420
ENSG00000288589	895	895	895	895
ENSG00000275426	580	580	580	580
ENSG00000169676	2376	2376	2376	2376
ENSG00000250092	721	721	721	721
ENSG00000251152	4019	4019	4019	4019
ENSG00000250371	2694	2694	2694	2694
ENSG00000251689	310	310	310	310
ENSG00000169744	1300	753	2718	5455
ENSG00000250611	413	413	413	413
ENSG00000251412	764	764	764	764
ENSG00000249995	1577	1577	1577	1577
ENSG00000251679	457	457	457	457
ENSG00000251271	768	768	768	768
ENSG00000249766	142	142	142	142
ENSG00000249443	367	367	367	367
ENSG00000215612	1284	1284	1917	2166
ENSG00000251434	602	602	602	602
ENSG00000248228	636	636	636	636
ENSG00000249564	133	133	133	133
ENSG00000249998	451	451	451	451
ENSG00000280650	9848	9848	9848	9848
ENSG00000205940	1726	1726	2176	2299
ENSG00000247624	1718	1718	1806	3089
ENSG00000152990	1609	682	4577	9261
ENSG00000268967	245	245	245	245
ENSG00000248338	606	575	676	1030
ENSG00000242034	372	372	372	372
ENSG00000228154	503	503	503	503
ENSG00000250942	627	627	627	627
ENSG00000155269	2293	1049	4944	10635
ENSG00000251220	345	345	345	345
ENSG00000250098	316	316	316	316
ENSG00000242768	359	359	359	359
ENSG00000249828	556	556	556	556
ENSG00000284689	1010	1010	1010	1010
ENSG00000279379	387	387	387	387
ENSG00000248532	210	210	210	210
ENSG00000248364	990	990	990	990
ENSG00000260878	668	668	668	668
ENSG00000154274	2140	1949	3643	4470
ENSG00000090989	2004	2010	3592	5367
ENSG00000109680	1171	774	2967	4138
ENSG00000248227	500	500	500	500
ENSG00000242262	616	616	616	616
ENSG00000109819	1450	756	6288	10870
ENSG00000248654	541	541	541	541
ENSG00000248851	712	712	712	712
ENSG00000248262	423	423	423	423
ENSG00000249452	432	432	432	432
ENSG00000248936	534	534	534	534
ENSG00000251210	701	624	1105	1307
ENSG00000145147	3007	1857	8053	11067
ENSG00000185774	1423	1471	2481	4239
ENSG00000248417	332	332	332	332
ENSG00000283083	1079	1079	1079	1079
ENSG00000231707	591	591	591	591
ENSG00000251430	196	196	196	196
ENSG00000249563	541	541	541	541
ENSG00000248425	591	591	591	591
ENSG00000250893	862	862	862	862
ENSG00000280043	1712	1712	1712	1712
ENSG00000205794	1275	1275	1613	1613
ENSG00000244031	777	777	777	777
ENSG00000174343	1119	622	2272	3164
ENSG00000249334	640	640	640	640
ENSG00000171476	1376	1139	3203	7753
ENSG00000091490	1580	611	4543	7483
ENSG00000249320	578	578	578	578
ENSG00000178163	3689	4145	6954	10915
ENSG00000281016	753	753	753	753
ENSG00000249228	1604	1604	1604	1604
ENSG00000186777	2262	2262	2346	2346
ENSG00000250050	1346	1346	1346	1346
ENSG00000271278	632	632	632	632
ENSG00000286212	1241	1241	1241	1241
ENSG00000182903	2133	1307	4673	6390
ENSG00000250147	858	858	858	858
ENSG00000251615	3249	3249	3249	3249
ENSG00000244538	255	255	255	255
ENSG00000169019	997	997	1461	1758
ENSG00000250884	985	985	985	985
ENSG00000248215	1049	1063	1219	2182
ENSG00000248302	716	716	861	1029
ENSG00000109171	2357	588	6081	6306
ENSG00000131127	3071	1212	12601	12944
ENSG00000250243	465	465	590	794
ENSG00000288321	2001	2001	2001	2001
ENSG00000251186	664	664	664	664
ENSG00000251669	1009	810	2845	4496
ENSG00000248466	667	667	667	667
ENSG00000145247	696	623	1886	2483
ENSG00000268391	518	518	518	518
ENSG00000163694	2038	882	5114	8544
ENSG00000178597	4646	4646	4646	4646
ENSG00000248608	1679	1679	1679	1679
ENSG00000251630	186	186	186	186
ENSG00000181826	1904	1326	3617	4214
ENSG00000249045	329	329	329	329
ENSG00000242640	171	171	171	171
ENSG00000279464	2458	2458	2458	2458
ENSG00000280015	922	922	922	922
ENSG00000251080	482	482	482	482
ENSG00000249079	374	374	374	374
ENSG00000157796	1376	640	4395	8773
ENSG00000286599	2912	2912	2912	2912
ENSG00000248254	601	601	601	601
ENSG00000286141	2738	2738	2738	2738
ENSG00000250340	427	427	427	427
ENSG00000002587	2715	496	7160	7435
ENSG00000250312	2539	2772	3647	5073
ENSG00000251635	1272	1272	2044	2044
ENSG00000287999	728	728	728	728
ENSG00000250190	912	884	1259	1747
ENSG00000248336	303	303	303	303
ENSG00000248515	1340	1286	1899	4694
ENSG00000269848	156	156	156	156
ENSG00000249064	1278	1278	1278	1278
ENSG00000248685	1230	1235	1565	3785
ENSG00000263327	1235	1031	2165	2763
ENSG00000182223	1460	1460	1460	1460
ENSG00000249235	279	279	279	279
ENSG00000250541	483	483	483	483
ENSG00000242197	292	292	292	292
ENSG00000286349	1293	1293	1293	1293
ENSG00000286046	1322	1322	1322	1322
ENSG00000276507	403	403	403	403
ENSG00000248184	474	474	474	474
ENSG00000250892	950	950	950	950
ENSG00000249025	125	125	125	125
ENSG00000249453	442	442	442	442
ENSG00000287320	2514	2514	2514	2514
ENSG00000248281	992	992	992	992
ENSG00000240152	571	571	596	829
ENSG00000248176	912	912	1067	1284
ENSG00000251624	705	705	705	705
ENSG00000261761	1597	1537	2471	3648
ENSG00000248133	276	276	276	276
ENSG00000239983	353	353	353	353
ENSG00000250863	2094	1289	7750	9116
ENSG00000275250	329	329	329	329
ENSG00000249936	579	579	579	579
ENSG00000163288	904	605	1939	2952
ENSG00000250137	505	505	559	703
ENSG00000250425	881	881	881	881
ENSG00000145244	2772	3018	5378	10086
ENSG00000121892	1788	610	7131	12204
ENSG00000251385	1129	1129	1129	1129
ENSG00000250597	274	279	299	545
ENSG00000251516	372	372	372	372
ENSG00000250568	315	315	315	315
ENSG00000134852	3030	746	10470	11533
ENSG00000087008	1505	1380	2872	3846
ENSG00000249882	771	807	839	1158
ENSG00000242670	347	347	347	347
ENSG00000205830	2509	2509	2509	2509
ENSG00000250753	357	357	357	357
ENSG00000145241	2586	2799	6823	8496
ENSG00000250016	677	677	677	677
ENSG00000198277	716	716	716	716
ENSG00000250954	1411	1389	2404	3618
ENSG00000251329	849	849	849	849
ENSG00000287360	1356	1356	1356	1356
ENSG00000282904	722	765	900	1126
ENSG00000248328	515	515	515	515
ENSG00000205678	1489	914	3561	6023
ENSG00000251383	1143	1143	1143	1143
ENSG00000251539	671	671	671	671
ENSG00000251685	1620	1620	1620	1620
ENSG00000232471	765	765	765	765
ENSG00000249330	3219	3219	3305	6052
ENSG00000229585	472	472	472	472
ENSG00000251334	299	299	299	299
ENSG00000279918	542	542	542	542
ENSG00000180673	1969	1969	1969	1969
ENSG00000250030	308	308	308	308
ENSG00000248300	657	657	657	657
ENSG00000280285	3226	3226	3226	3226
ENSG00000245748	4300	4300	4300	4300
ENSG00000249892	760	760	760	760
ENSG00000251587	992	992	992	992
ENSG00000248660	288	288	288	288
ENSG00000248320	2360	2360	2360	2360
ENSG00000249441	239	239	239	239
ENSG00000248138	403	403	435	730
ENSG00000251410	2041	2041	3482	3877
ENSG00000249956	1597	1597	1597	1597
ENSG00000244099	430	430	430	430
ENSG00000270292	1213	1213	1213	1213
ENSG00000145216	1568	1464	3396	5639
ENSG00000250333	1065	1065	1775	2110
ENSG00000271958	376	376	376	376
ENSG00000064042	3245	3456	7697	10862
ENSG00000287382	1076	1076	1076	1076
ENSG00000157765	1817	2162	4115	5045
ENSG00000250927	968	968	968	968
ENSG00000248545	589	589	767	788
ENSG00000243920	331	331	331	331
ENSG00000198155	2041	2041	2598	2804
ENSG00000162840	183	183	183	183
ENSG00000275959	1597	1597	1597	1597
ENSG00000249729	1023	1023	1023	1023
ENSG00000109181	2090	2090	2757	2757
ENSG00000248837	1207	1263	1954	7714
ENSG00000288073	785	785	785	785
ENSG00000250078	515	515	515	515
ENSG00000251055	672	672	672	672
ENSG00000286321	577	577	577	577
ENSG00000251048	534	534	534	534
ENSG00000248505	1035	1010	1475	2879
ENSG00000180610	1122	1122	1122	1122
ENSG00000173597	2761	694	7018	7259
ENSG00000248256	265	265	265	265
ENSG00000163683	1462	634	6252	6527
ENSG00000287534	2825	2825	2825	2825
ENSG00000258507	562	562	562	562
ENSG00000250220	685	685	685	685
ENSG00000249763	1415	1415	1415	1415
ENSG00000249337	758	758	758	758
ENSG00000285998	1225	1225	1225	1225
ENSG00000251459	1176	1223	1475	1712
ENSG00000249706	835	835	835	835
ENSG00000183783	1529	1529	2595	2712
ENSG00000248518	540	540	540	540
ENSG00000248956	572	572	572	572
ENSG00000251353	333	333	333	333
ENSG00000249893	520	520	520	520
ENSG00000270665	926	926	926	926
ENSG00000249699	2802	2802	2802	2802
ENSG00000198301	1281	691	3080	3491
ENSG00000287154	585	585	585	585
ENSG00000079557	1206	1206	1997	2182
ENSG00000250416	1939	1939	1939	1939
ENSG00000145309	1517	1517	1517	1517
ENSG00000185873	1465	1186	2645	3352
ENSG00000237961	765	765	765	765
ENSG00000250656	1014	1014	1014	1014
ENSG00000250819	1783	1783	1862	2090
ENSG00000171201	632	676	732	1383
ENSG00000249277	257	257	257	257
ENSG00000078140	1786	891	5153	5180
ENSG00000170516	544	571	617	817
ENSG00000286189	551	551	551	551
ENSG00000272969	778	778	778	778
ENSG00000286097	1897	1897	1897	1897
ENSG00000260918	7000	7000	7000	7000
ENSG00000249547	571	571	571	571
ENSG00000213759	1332	1332	2105	2357
ENSG00000138771	2034	611	10891	13829
ENSG00000250612	1426	1426	1426	1426
ENSG00000247810	1161	1139	1764	3813
ENSG00000145284	2517	2517	3040	4231
ENSG00000251350	1921	2177	2622	2984
ENSG00000109787	2660	1871	5594	6771
ENSG00000075539	3151	2031	11692	18165
ENSG00000156269	1216	1035	2031	2718
ENSG00000173040	4436	4419	4828	5501
ENSG00000138668	1437	935	4597	6981
ENSG00000286784	1765	1765	1874	3324
ENSG00000189308	3094	2749	6121	6762
ENSG00000251373	913	913	913	913
ENSG00000168152	1635	760	3825	4332
ENSG00000248646	473	473	473	473
ENSG00000251427	709	709	709	709
ENSG00000244669	768	768	768	768
ENSG00000072201	1379	622	3978	5624
ENSG00000272650	298	298	298	298
ENSG00000248122	597	597	597	597
ENSG00000231442	1359	1359	1359	1359
ENSG00000196475	1868	1868	1868	1868
ENSG00000248744	672	672	672	672
ENSG00000170502	1132	633	2820	3194
ENSG00000249976	539	539	539	539
ENSG00000249890	685	685	685	685
ENSG00000231782	937	910	1055	1389
ENSG00000152784	1716	730	4095	4589
ENSG00000249111	327	327	327	327
ENSG00000250930	454	491	550	1381
ENSG00000249105	313	313	313	313
ENSG00000248946	243	243	243	243
ENSG00000249831	2672	2672	2672	2672
ENSG00000251105	224	224	224	224
ENSG00000109208	666	666	666	666
ENSG00000035720	1548	1548	1951	1951
ENSG00000224560	574	574	574	574
ENSG00000249055	312	312	312	312
ENSG00000249413	754	754	754	754
ENSG00000145246	2244	632	6668	7978
ENSG00000248987	574	574	574	574
ENSG00000251325	649	649	649	649
ENSG00000251264	624	624	624	624
ENSG00000248543	831	831	831	831
ENSG00000286150	1336	1336	1336	1336
ENSG00000250006	715	715	715	715
ENSG00000248613	260	260	260	260
ENSG00000272626	477	477	477	477
ENSG00000250550	373	373	373	373
ENSG00000250064	712	712	712	712
ENSG00000248237	582	582	582	582
ENSG00000153802	1036	567	2787	3264
ENSG00000186234	885	885	885	885
ENSG00000173013	2153	2153	2153	2153
ENSG00000196616	2982	3820	5363	10770
ENSG00000250642	438	438	438	438
ENSG00000074211	2227	1780	4538	9366
ENSG00000253170	525	525	525	525
ENSG00000135226	1691	1691	1857	1857
ENSG00000248641	324	324	324	324
ENSG00000251424	156	156	156	156
ENSG00000248419	400	400	400	400
ENSG00000163138	1064	810	6309	8232
ENSG00000270480	732	732	732	732
ENSG00000171234	1332	1532	1888	2260
ENSG00000287174	1038	1038	1038	1038
ENSG00000249382	725	725	856	1388
ENSG00000180613	1105	1181	1673	1787
ENSG00000248926	781	781	781	781
ENSG00000251529	491	491	491	491
ENSG00000251212	288	288	288	288
ENSG00000268736	518	518	518	518
ENSG00000248725	756	756	756	756
ENSG00000287375	529	529	529	529
ENSG00000172955	1438	927	3337	4401
ENSG00000163440	900	900	900	900
ENSG00000249019	287	287	287	287
ENSG00000156140	3147	2740	6244	7007
ENSG00000164038	1590	824	6351	8611
ENSG00000224218	110	110	110	110
ENSG00000250169	1079	1079	1079	1079
ENSG00000250426	986	986	1501	1501
ENSG00000251219	1562	1562	2562	3058
ENSG00000173011	2126	1343	4369	5795
ENSG00000250696	1608	1608	2648	3025
ENSG00000286490	922	922	922	922
ENSG00000250775	767	767	1087	1390
ENSG00000250815	640	640	640	640
ENSG00000248447	1384	1384	1384	1384
ENSG00000250922	156	156	156	156
ENSG00000169116	4659	4659	5011	5034
ENSG00000268803	728	728	728	728
ENSG00000169836	5359	5359	5359	5359
ENSG00000251175	404	389	481	826
ENSG00000272856	491	491	491	491
ENSG00000251059	626	665	782	867
ENSG00000163624	2436	2436	4309	4309
ENSG00000196472	713	713	713	713
ENSG00000270228	2046	2046	2046	2046
ENSG00000250740	470	470	483	584
ENSG00000250651	1513	1513	1513	1513
ENSG00000268209	728	728	728	728
ENSG00000248831	866	866	866	866
ENSG00000286664	548	548	548	548
ENSG00000173966	675	675	675	675
ENSG00000153064	2294	2579	3544	6144
ENSG00000229009	796	796	1204	1269
ENSG00000250858	1000	1000	1000	1000
ENSG00000251571	1994	1994	1994	1994
ENSG00000272304	552	552	552	552
ENSG00000286147	4893	4893	4893	4893
ENSG00000138678	1359	647	2928	3623
ENSG00000248640	954	954	954	954
ENSG00000250735	729	729	777	800
ENSG00000249257	408	408	408	408
ENSG00000249392	558	558	558	558
ENSG00000263923	622	622	622	622
ENSG00000174796	1233	1004	3549	7127
ENSG00000109220	702	619	1109	1233
ENSG00000250223	824	824	824	824
ENSG00000145354	1949	852	5878	6352
ENSG00000251149	376	376	376	376
ENSG00000164032	1124	868	1880	2270
ENSG00000248583	670	670	670	670
ENSG00000251087	765	765	765	765
ENSG00000169288	721	706	1175	1628
ENSG00000145348	1949	703	7961	10829
ENSG00000248242	575	575	575	575
ENSG00000249264	1383	1383	1383	1383
ENSG00000138801	844	578	2513	3260
ENSG00000251636	481	481	481	481
ENSG00000270842	360	360	360	360
ENSG00000282278	2550	2550	2550	2550
ENSG00000229565	659	623	802	931
ENSG00000250920	1091	1064	1471	2272
ENSG00000251170	626	567	796	1632
ENSG00000251588	2827	2827	2827	2827
ENSG00000156096	1270	1187	2100	2506
ENSG00000138663	1039	824	2273	3566
ENSG00000248259	294	294	294	294
ENSG00000246774	1951	1951	1951	1951
ENSG00000251081	557	557	557	557
ENSG00000249614	1432	1432	1432	1432
ENSG00000248820	264	264	264	264
ENSG00000248488	721	721	721	721
ENSG00000233860	1102	943	1990	4347
ENSG00000155011	1740	1199	3654	4335
ENSG00000248778	1045	1045	1045	1045
ENSG00000286291	625	625	625	625
ENSG00000236922	1257	1287	2516	5863
ENSG00000250026	1054	624	3202	4338
ENSG00000236699	1544	744	5457	7580
ENSG00000249635	3526	3526	3526	3526
ENSG00000174808	1638	1638	2653	2653
ENSG00000164039	1376	616	2920	5213
ENSG00000251577	741	741	825	927
ENSG00000174607	2305	2448	3733	4385
ENSG00000248144	867	726	1454	1574
ENSG00000213493	1451	1451	1451	1451
ENSG00000250772	576	589	637	741
ENSG00000138780	1920	2091	4304	6292
ENSG00000251308	322	322	322	322
ENSG00000124875	878	557	1537	2040
ENSG00000253825	474	474	474	474
ENSG00000216425	802	802	802	802
ENSG00000174599	2023	2023	2023	2023
ENSG00000286637	1830	1830	2510	3352
ENSG00000230671	321	321	321	321
ENSG00000081051	964	693	2426	3201
ENSG00000250522	572	572	572	572
ENSG00000249171	791	791	791	791
ENSG00000244470	838	838	838	838
ENSG00000249985	117	117	117	117
ENSG00000145388	2605	724	6642	6838
ENSG00000249283	1244	1244	1244	1244
ENSG00000251339	789	650	1348	2929
ENSG00000251309	603	603	603	603
ENSG00000225094	852	852	852	852
ENSG00000281731	2561	2622	4838	7527
ENSG00000138777	829	746	1665	4640
ENSG00000250950	573	573	573	573
ENSG00000214886	473	473	473	473
ENSG00000251463	1347	1347	1347	1347
ENSG00000251438	541	541	541	541
ENSG00000224062	427	427	427	427
ENSG00000180769	2895	3148	6593	9357
ENSG00000250627	755	755	755	755
ENSG00000033178	2568	1238	9540	11408
ENSG00000250185	1035	1035	1035	1035
ENSG00000237684	818	818	818	818
ENSG00000249465	1134	1134	1134	1134
ENSG00000173376	1235	740	2902	3573
ENSG00000163116	2218	1892	4203	6076
ENSG00000250219	1237	1237	1237	1237
ENSG00000269506	1614	1614	1614	1614
ENSG00000250363	1272	1272	1272	1272
ENSG00000287520	4242	4242	4242	4242
ENSG00000271302	436	436	436	436
ENSG00000245384	3584	2968	4904	10262
ENSG00000249717	1746	1746	2546	3341
ENSG00000213492	1337	1337	1663	1663
ENSG00000249885	456	456	456	456
ENSG00000249259	1043	716	1957	2414
ENSG00000232398	683	683	683	683
ENSG00000236562	385	385	385	385
ENSG00000248213	2813	2813	2813	2813
ENSG00000250149	798	798	1204	1434
ENSG00000164089	1066	677	2086	2942
ENSG00000164037	1010	763	1845	2957
ENSG00000248494	487	487	628	887
ENSG00000249002	370	370	370	370
ENSG00000286269	5878	5878	5878	5878
ENSG00000135220	2311	2311	2978	3075
ENSG00000050730	1289	1001	2397	3749
ENSG00000138802	4309	4066	5083	5219
ENSG00000249065	730	730	752	1132
ENSG00000250693	896	896	896	896
ENSG00000215110	1586	1586	1586	1586
ENSG00000138674	1811	829	4298	9297
ENSG00000248763	550	550	550	550
ENSG00000286124	1049	1049	1049	1049
ENSG00000172403	7938	6779	15416	19530
ENSG00000213522	576	576	576	576
ENSG00000286241	3870	3870	3870	3870
ENSG00000250484	529	529	529	529
ENSG00000284516	629	629	683	967
ENSG00000171195	1350	635	2540	2798
ENSG00000164099	1688	825	4809	5725
ENSG00000287845	1797	1797	1797	1797
ENSG00000248590	2678	2678	2678	2678
ENSG00000138653	2445	2555	3439	3719
ENSG00000249534	1552	1328	2059	2567
ENSG00000270257	183	183	183	183
ENSG00000223605	265	265	265	265
ENSG00000248915	1104	1104	1104	1104
ENSG00000248547	556	556	556	556
ENSG00000250215	1342	1342	1342	1342
ENSG00000251005	399	399	399	399
ENSG00000286136	1310	1310	1310	1310
ENSG00000286891	3485	3389	4884	10838
ENSG00000250277	775	775	775	775
ENSG00000250183	819	819	819	819
ENSG00000248506	1371	1371	1371	1371
ENSG00000138709	2447	2151	4847	9480
ENSG00000271053	881	881	881	881
ENSG00000005059	1117	1130	2230	3555
ENSG00000248639	800	800	800	800
ENSG00000251649	1025	963	1822	1909
ENSG00000287924	1109	1109	1109	1109
